time	rmse	false positive	false negative
4.988	0.0130346	0	0
5.005	0.0130346	0	0
5.021	0.0130346	0	0
5.038	0.0128593	0	0
5.055	0.0136758	0	0
5.071	0.0134123	0	0
5.088	0.0133245	0	0
5.105	0.0132413	0	0
5.121	0.0134251	0	0
5.138	0.012787	0	0
5.155	0.0122439	0	0
5.171	0.0118675	0	0
5.188	0.0122285	0	0
5.205	0.0112834	0	0
5.221	0.011779	0	0
5.238	0.0122116	0	0
5.255	0.0121839	0	0
5.271	0.0114317	0	0
5.288	0.012124	0	0
5.305	0.0119362	0	0
5.321	0.0115544	0	0
5.338	0.011411	0	0
5.355	0.0114837	0	0
5.372	0.0115138	0	0
5.388	0.0112032	0	0
5.405	0.0114677	0	0
5.422	0.0113642	0	0
5.438	0.0119689	0	0
5.455	0.0116766	0	0
5.472	0.0114112	0	0
5.488	0.0106306	0	0
5.505	0.01015	0	0
5.522	0.00879552	0	0
5.538	0.00841741	0	0
5.555	0.00930518	0	0
5.572	0.00994695	0	0
5.588	0.010106	0	0
5.605	0.0104999	0	0
5.622	0.0102289	0	0
5.638	0.00936245	0	0
5.655	0.00863569	0	0
5.672	0.00856114	0	0
5.689	0.00885747	0	0
5.705	0.00977574	0	0
5.722	0.00989308	0	0
5.739	0.010369	0	0
5.755	0.0102303	0	0
5.772	0.00999102	0	0
5.789	0.00951751	0	0
5.805	0.00978629	0	0
5.822	0.0101174	0	0
5.839	0.0114818	0	0
5.855	0.0118484	0	0
5.872	0.0121478	0	0
5.889	0.0120349	0	0
5.905	0.0117562	0	0
5.922	0.0109163	0	0
5.939	0.0108687	0	0
5.955	0.0107231	0	0
5.972	0.0104286	0	0
5.989	0.0103251	0	0
6.006	0.0099106	0	0
6.022	0.00987234	0	0
6.039	0.00969807	0	0
6.056	0.00976129	0	0
6.072	0.00975611	0	0
6.089	0.00969033	0	0
6.106	0.00932162	0	0
6.122	0.00910638	0	0
6.139	0.00932186	0	0
6.156	0.00923994	0	0
6.172	0.0098901	0	0
6.189	0.0102459	0	0
6.206	0.0106354	0	0
6.222	0.0105487	0	0
6.239	0.0111233	0	0
6.256	0.0109299	0	0
6.272	0.0105616	0	0
6.289	0.0103092	0	0
6.306	0.0100549	0	0
6.322	0.00936667	0	0
6.339	0.00935349	0	0
6.356	0.00968256	0	0
6.373	0.0101327	0	0
6.389	0.010139	0	0
6.406	0.0104507	0	0
6.423	0.0105988	0	0
6.439	0.0106816	0	0
6.456	0.0108221	0	0
6.473	0.0111139	0	0
6.489	0.0109743	0	0
6.506	0.0108525	0	0
6.523	0.0109199	0	0
6.539	0.0106841	0	0
6.556	0.010408	0	0
6.573	0.0100021	0	0
6.589	0.00988673	0	0
6.606	0.0100229	0	0
6.623	0.0100786	0	0
6.639	0.0104655	0	0
6.656	0.0105755	0	0
6.673	0.0105251	0	0
6.69	0.00983946	0	0
6.706	0.00970276	0	0
6.723	0.00962422	0	0
6.74	0.010432	0	0
6.756	0.010432	0	0
6.773	0.0109115	0	0
6.79	0.0110457	0	0
6.806	0.0110564	0	0
6.823	0.0103056	0	0
6.84	0.010038	0	0
6.856	0.00952228	0	0
6.873	0.00932862	0	0
6.89	0.00862665	0	0
6.906	0.00905132	0	0
6.923	0.00968417	0	0
6.94	0.00997488	0	0
6.956	0.0103833	0	0
6.973	0.0112926	0	0
6.99	0.0115955	0	0
7.007	0.0115666	0	0
7.023	0.0112958	0	0
7.04	0.0104818	0	0
7.057	0.00975986	0	0
7.073	0.0087616	0	0
7.09	0.0085192	0	0
7.107	0.00883764	0	0
7.123	0.00912736	0	0
7.14	0.00945299	0	0
7.157	0.0100675	0	0
7.173	0.0101208	0	0
7.19	0.0108118	0	0
7.207	0.0115121	0	0
7.223	0.0116905	0	0
7.24	0.011405	0	0
7.257	0.0111287	0	0
