time	rmse	false positive	false negative
1.968	0.0193285	0	0
2.002	0.0193285	0	0
2.035	0.0193285	0	0
2.068	0.0194516	0	0
2.102	0.0194389	0	0
2.135	0.0200635	0	0
2.168	0.0195932	0	0
2.202	0.0194047	0	0
2.235	0.0188079	0	0
2.268	0.0188363	0	0
2.302	0.0183069	0	0
2.335	0.0183692	0	0
2.369	0.0180295	0	0
2.402	0.0192222	0	0
2.435	0.0197242	0	0
2.469	0.0195635	0	0
2.502	0.0199493	0	0
2.535	0.0199760	0	0
2.569	0.0194844	0	0
2.602	0.0193485	0	0
2.635	0.0191305	0	0
2.669	0.0190716	0	0
2.702	0.0188795	0	0
2.736	0.0189744	0	0
2.769	0.0189735	0	0
2.802	0.0196082	0	0
2.836	0.0204148	0	0
2.869	0.0209889	0	0
2.902	0.0206071	0	0
2.936	0.0201840	0	0
2.969	0.0191462	0	0
3.003	0.0186313	0	0
3.036	0.0181129	0	0
3.069	0.0181932	0	0
3.103	0.0187226	0	0
3.136	0.0194317	0	0
3.169	0.0196844	0	0
3.203	0.0197598	0	0
3.236	0.0203027	0	0
3.269	0.0202728	0	0
3.303	0.0199795	0	0
3.336	0.0194523	0	0
3.370	0.0199528	0	0
3.403	0.0197508	0	0
3.436	0.0195109	0	0
3.470	0.0194525	0	0
3.503	0.0199467	0	0
3.536	0.0195274	0	0
3.570	0.0191529	0	0
3.603	0.0192130	0	0
3.636	0.0194547	0	0
3.670	0.0189595	0	0
3.703	0.0191901	0	0
3.737	0.0197976	0	0
3.770	0.0201560	0	0
3.803	0.0204035	0	0
3.837	0.0209111	0	0
3.870	0.0210949	0	0
3.903	0.0211346	0	0
3.937	0.0203111	0	0
3.970	0.0198314	0	0
4.004	0.0194766	0	0
4.037	0.0188678	0	0
4.070	0.0181169	0	0
4.104	0.0179873	0	0
4.137	0.0180277	0	0
4.170	0.0208923	0	0
4.204	0.0265299	0	0
4.237	0.0336323	0	0
4.270	0.0407852	0	0
4.304	0.0459738	0	0
4.337	0.0465822	0	0
4.371	0.0436994	0	0
4.404	0.0385740	0	0
4.437	0.0336664	0	0
4.471	0.0300326	0	0
4.504	0.0275930	0	0
4.537	0.0263416	0	0
4.571	0.0245642	0	0
4.604	0.0233193	0	0
4.637	0.0222000	0	0
4.671	0.0221330	0	0
4.704	0.0218459	0	0
4.738	0.0225290	0	0
4.771	0.0221438	0	0
4.804	0.0223730	0	0
4.838	0.0224828	0	0
4.871	0.0231434	0	0
4.904	0.0230134	0	0
4.938	0.0237331	0	0
4.971	0.0233101	0	0
5.005	0.0223406	0	0
5.038	0.0206070	0	0
5.071	0.0210789	0	0
5.105	0.0202487	0	0
5.138	0.0203215	0	0
5.171	0.0205325	0	0
5.205	0.0212149	0	0
5.238	0.0207123	0	0
5.271	0.0205666	0	0
5.305	0.0208944	0	0
5.338	0.0211466	0	0
5.372	0.0209450	0	0
5.405	0.0206003	0	0
5.438	0.0209555	0	0
5.472	0.0207040	0	0
5.505	0.0206968	0	0
5.538	0.0199687	0	0
5.572	0.0199173	0	0
5.605	0.0203956	0	0
5.638	0.0203678	0	0
5.672	0.0203099	0	0
5.705	0.0219307	0	0
5.739	0.0223913	0	0
5.772	0.0214759	0	0
5.805	0.0218866	0	0
5.839	0.0225833	0	0
5.872	0.0221688	0	0
5.905	0.0218986	0	0
5.939	0.0227799	0	0
5.972	0.0218297	0	0
6.006	0.0206042	0	0
6.039	0.0194356	0	0
6.072	0.0195341	0	0
6.106	0.0190402	0	0
6.139	0.0193924	0	0
6.172	0.0196640	0	0
6.206	0.0199731	0	0
6.239	0.0203571	0	0
6.272	0.0207399	0	0
6.306	0.0207277	0	0
6.339	0.0204644	0	0
6.373	0.0207683	0	0
6.406	0.0204969	0	0
6.439	0.0207497	0	0
