time	block	discomfort	scaled discomfort
0.000	Don't blink	0.3929273	0.4608295
0.266	Don't blink	0.3929273	0.4608295
0.532	Don't blink	0.3929273	0.4608295
0.797	Don't blink	0.3929273	0.4608295
1.063	Don't blink	0.3929273	0.4608295
1.328	Don't blink	0.3929273	0.4608295
1.594	Don't blink	0.3929273	0.4608295
1.860	Don't blink	0.3929273	0.4608295
2.125	Don't blink	0.3929273	0.4608295
2.391	Don't blink	0.3929273	0.4608295
2.657	Don't blink	0.3929273	0.4608295
2.922	Don't blink	0.3929273	0.4608295
3.188	Don't blink	0.3929273	0.4608295
3.453	Don't blink	0.3929273	0.4608295
3.719	Don't blink	0.3929273	0.4608295
3.985	Don't blink	0.3929273	0.4608295
4.250	Don't blink	0.5500982	0.6451613
4.516	Don't blink	0.7760314	0.9101382
4.782	Don't blink	1.6011788	1.8778802
5.047	Don't blink	1.9351670	2.2695853
5.313	Don't blink	1.9351670	2.2695853
5.578	Don't blink	1.9351670	2.2695853
5.844	Don't blink	1.9351670	2.2695853
6.110	Don't blink	1.9351670	2.2695853
6.375	Don't blink	1.9351670	2.2695853
6.641	Don't blink	1.9351670	2.2695853
6.907	Don't blink	1.9351670	2.2695853
7.157	Don't blink	1.9351670	2.2695853
7.422	Don't blink	1.9351670	2.2695853
7.688	Don't blink	1.9351670	2.2695853
7.953	Don't blink	1.9351670	2.2695853
8.219	Don't blink	1.9351670	2.2695853
8.485	Don't blink	1.9351670	2.2695853
8.750	Don't blink	1.9351670	2.2695853
9.016	Don't blink	1.9351670	2.2695853
9.282	Don't blink	1.9351670	2.2695853
9.532	Don't blink	1.9351670	2.2695853
9.797	Don't blink	1.9351670	2.2695853
10.063	Don't blink	1.9351670	2.2695853
10.328	Don't blink	1.9351670	2.2695853
10.594	Don't blink	1.9351670	2.2695853
10.860	Don't blink	1.9351670	2.2695853
11.125	Don't blink	1.9351670	2.2695853
11.391	Don't blink	1.9351670	2.2695853
11.657	Don't blink	1.9351670	2.2695853
11.922	Don't blink	1.9351670	2.2695853
12.188	Don't blink	1.9351670	2.2695853
12.453	Don't blink	1.9351670	2.2695853
12.719	Don't blink	1.9351670	2.2695853
12.985	Don't blink	1.9351670	2.2695853
13.250	Don't blink	1.9351670	2.2695853
13.516	Don't blink	1.9351670	2.2695853
13.782	Don't blink	1.9351670	2.2695853
14.047	Don't blink	1.9351670	2.2695853
14.313	Don't blink	1.9351670	2.2695853
14.578	Don't blink	2.1709234	2.5460830
14.844	Don't blink	2.3280943	2.7304147
15.110	Don't blink	2.3280943	2.7304147
