time	block	discomfort	scaled discomfort
0.000	Don't blink	0.19646365	0.25412961
0.265	Don't blink	0.19646365	0.25412961
0.531	Don't blink	0.19646365	0.25412961
0.796	Don't blink	0.19646365	0.25412961
1.061	Don't blink	0.19646365	0.25412961
1.326	Don't blink	0.19646365	0.25412961
1.591	Don't blink	0.19646365	0.25412961
1.857	Don't blink	0.19646365	0.25412961
2.122	Don't blink	0.19646365	0.25412961
2.387	Don't blink	0.19646365	0.25412961
2.652	Don't blink	0.19646365	0.25412961
2.917	Don't blink	0.19646365	0.25412961
3.183	Don't blink	0.19646365	0.25412961
3.448	Don't blink	0.19646365	0.25412961
3.713	Don't blink	0.19646365	0.25412961
3.978	Don't blink	0.19646365	0.25412961
4.243	Don't blink	0.19646365	0.25412961
4.509	Don't blink	0.19646365	0.25412961
4.774	Don't blink	0.19646365	0.25412961
5.039	Don't blink	0.19646365	0.25412961
5.304	Don't blink	0.23575639	0.30495553
5.569	Don't blink	0.23575639	0.30495553
5.835	Don't blink	0.34381139	0.44472681
6.100	Don't blink	0.41257367	0.53367217
6.365	Don't blink	0.54027505	0.69885642
6.630	Don't blink	0.55009823	0.71156290
6.895	Don't blink	0.55009823	0.71156290
7.161	Don't blink	0.55009823	0.71156290
7.426	Don't blink	0.83497053	1.08005083
7.691	Don't blink	0.84479371	1.09275731
7.956	Don't blink	1.10019646	1.42312579
8.221	Don't blink	1.22789784	1.58831004
8.487	Don't blink	1.22789784	1.58831004
8.752	Don't blink	1.24754420	1.61372300
9.017	Don't blink	1.29666012	1.67725540
9.282	Don't blink	1.35559921	1.75349428
9.547	Don't blink	1.38506876	1.79161372
9.813	Don't blink	1.41453831	1.82973316
10.078	Don't blink	1.41453831	1.82973316
10.343	Don't blink	1.41453831	1.82973316
10.608	Don't blink	1.41453831	1.82973316
10.873	Don't blink	1.50294695	1.94409149
11.139	Don't blink	1.88605108	2.43964422
11.404	Don't blink	2.17092338	2.80813215
11.669	Don't blink	2.41650295	3.12579416
11.934	Don't blink	2.50491159	3.24015248
12.199	Don't blink	2.60314342	3.36721728
12.465	Don't blink	2.73084479	3.53240152
12.730	Don't blink	2.95677800	3.82465057
12.995	Don't blink	3.20235756	4.14231258
13.260	Don't blink	3.27111984	4.23125794
13.525	Don't blink	3.27111984	4.23125794
13.791	Don't blink	3.27111984	4.23125794
14.056	Don't blink	3.27111984	4.23125794
14.321	Don't blink	3.27111984	4.23125794
14.586	Don't blink	3.27111984	4.23125794
14.851	Don't blink	3.28094303	4.24396442
15.117	Don't blink	3.44793713	4.45997459
15.382	Don't blink	3.67387033	4.75222363
15.647	Don't blink	3.96856582	5.13341804
15.912	Don't blink	4.37131631	5.65438374
16.177	Don't blink	4.49901768	5.81956798
16.443	Don't blink	4.54813360	5.88310038
16.708	Don't blink	4.61689587	5.97204574
16.973	Don't blink	4.66601179	6.03557814
17.238	Don't blink	4.66601179	6.03557814
17.503	Don't blink	4.70530452	6.08640407
17.769	Don't blink	4.70530452	6.08640407
18.034	Don't blink	4.70530452	6.08640407
18.299	Don't blink	4.70530452	6.08640407
18.564	Don't blink	4.70530452	6.08640407
18.829	Don't blink	4.70530452	6.08640407
19.095	Don't blink	4.70530452	6.08640407
19.360	Don't blink	4.70530452	6.08640407
19.625	Don't blink	4.71512770	6.09911055
19.890	Don't blink	4.78388998	6.18805591
20.155	Don't blink	5.49115914	7.10292249
20.421	Don't blink	6.43418468	8.32274460
20.686	Don't blink	6.76817289	8.75476493
20.951	Don't blink	6.97445972	9.02160102
21.216	Don't blink	6.97445972	9.02160102
21.481	Don't blink	6.97445972	9.02160102
21.747	Don't blink	6.97445972	9.02160102
22.012	Don't blink	6.97445972	9.02160102
22.277	Don't blink	6.97445972	9.02160102
22.542	Don't blink	6.99410609	9.04701398
22.807	Don't blink	6.99410609	9.04701398
23.073	Don't blink	6.66994106	8.62770013
23.338	Don't blink	6.19842829	8.01778907
23.603	Don't blink	5.70726916	7.38246506
23.868	Don't blink	5.56974460	7.20457433
24.133	Don't blink	5.56974460	7.20457433
24.399	Don't blink	5.56974460	7.20457433
24.664	Don't blink	5.55992141	7.19186785
24.929	Don't blink	5.21611002	6.74714104
25.194	Don't blink	4.83300589	6.25158831
25.459	Don't blink	4.63654224	5.99745870
25.725	Don't blink	4.01768173	5.19695044
25.990	Don't blink	3.73280943	4.82846252
26.255	Don't blink	3.73280943	4.82846252
26.520	Don't blink	3.73280943	4.82846252
26.785	Don't blink	3.73280943	4.82846252
27.051	Don't blink	3.73280943	4.82846252
27.316	Don't blink	3.73280943	4.82846252
27.581	Don't blink	3.73280943	4.82846252
27.846	Don't blink	3.73280943	4.82846252
28.111	Don't blink	3.73280943	4.82846252
28.377	Don't blink	3.73280943	4.82846252
28.642	Don't blink	3.73280943	4.82846252
28.907	Don't blink	3.73280943	4.82846252
29.172	Don't blink	3.73280943	4.82846252
29.437	Don't blink	3.73280943	4.82846252
29.703	Don't blink	3.73280943	4.82846252
29.968	Don't blink	3.73280943	4.82846252
30.233	Don't blink	3.73280943	4.82846252
30.498	Don't blink	3.73280943	4.82846252
30.763	Don't blink	3.73280943	4.82846252
31.029	Don't blink	3.73280943	4.82846252
31.294	Don't blink	3.73280943	4.82846252
31.559	Don't blink	3.73280943	4.82846252
31.824	Don't blink	3.73280943	4.82846252
32.089	Don't blink	3.73280943	4.82846252
32.355	Don't blink	3.73280943	4.82846252
32.620	Don't blink	3.73280943	4.82846252
32.885	Don't blink	3.73280943	4.82846252
33.150	Don't blink	3.73280943	4.82846252
33.415	Don't blink	3.73280943	4.82846252
33.681	Don't blink	3.73280943	4.82846252
33.946	Don't blink	3.73280943	4.82846252
34.211	Don't blink	3.73280943	4.82846252
34.476	Don't blink	3.73280943	4.82846252
34.741	Don't blink	3.73280943	4.82846252
35.007	Don't blink	3.73280943	4.82846252
35.272	Don't blink	3.73280943	4.82846252
35.537	Don't blink	3.73280943	4.82846252
35.802	Don't blink	3.73280943	4.82846252
36.067	Don't blink	3.73280943	4.82846252
36.333	Don't blink	3.73280943	4.82846252
36.598	Don't blink	3.73280943	4.82846252
36.863	Don't blink	3.73280943	4.82846252
37.128	Don't blink	3.73280943	4.82846252
37.393	Don't blink	3.73280943	4.82846252
37.659	Don't blink	3.73280943	4.82846252
37.924	Don't blink	3.73280943	4.82846252
38.189	Don't blink	3.73280943	4.82846252
38.454	Don't blink	3.73280943	4.82846252
38.719	Don't blink	3.73280943	4.82846252
