0.0000,0.4224,
0.2660,0.4224,
0.5310,0.4224,
0.7970,0.4224,
1.0630,0.4224,
1.3280,0.4224,
1.5940,0.4224,
1.8600,0.4224,
2.1250,0.4224,
2.3910,0.4224,
2.6560,0.4224,
2.9220,0.4224,
3.1880,0.4715,
3.4530,0.5403,
3.7190,0.5599,
3.9850,0.6385,
4.2500,0.9037,
4.5160,1.0707,
4.7810,1.2181,
5.0470,1.3360,
5.3130,1.4637,
5.5780,1.7191,
5.8440,1.9253,
6.1100,2.0138,
6.3750,2.0629,
6.6410,2.0629,
6.9060,2.0629,
7.1720,2.0825,
7.4380,2.1513,
7.7030,2.3085,
7.9690,2.7210,
8.2350,3.1729,
8.5000,3.4676,
8.7660,3.6739,
9.0310,4.2338,
9.2970,5.3733,
9.5630,5.7466,
9.8280,5.9725,
10.0940,6.1198,
10.3600,6.3163,
10.6250,6.4538,
10.8910,6.4735,
11.1560,6.4735,
11.4220,6.4735,
11.6880,6.4833,
11.9530,6.4833,
12.2190,6.4833,
12.4850,6.4833,
12.7500,6.6601,
13.0160,6.7780,
13.2810,6.7780,
13.5470,6.8271,
13.8130,6.8664,
14.0780,6.9352,
14.3440,6.9352,
14.6100,7.1218,
14.8750,7.5442,
15.1410,7.7112,
15.4060,7.8389,
15.6720,7.8487,
15.9380,7.8487,
16.2030,7.9371,
16.4690,8.1631,
16.7350,8.1925,
17.0000,8.1925,
17.2660,8.1925,
17.5310,8.0059,
17.7970,7.8978,
18.0630,8.0648,
18.3280,8.2220,
18.5940,8.2220,
18.8600,8.2220,
19.1250,8.2220,
19.3910,8.2220,
19.6560,8.2220,
19.9220,8.2220,
20.1720,8.2220,
20.4380,8.2220,
20.7190,8.2417,
20.9850,8.2417,
21.2500,8.2417,
21.5160,8.2417,
21.7810,8.2417,
22.0470,8.2417,
22.3130,8.2417,
22.5780,8.2417,
22.8440,8.2417,
23.1100,8.2417,
23.3750,8.2417,
23.6410,8.2417,
23.9060,8.2417,
24.1720,8.2417,
24.4380,8.2417,
24.7030,8.2417,
24.9690,8.2417,
25.2500,8.2417,
25.5160,8.2318,
25.7810,8.2318,
26.0470,8.2220,
26.3130,7.9273,
26.5780,7.7407,
26.8440,7.5246,
27.0940,7.3085,
27.3600,7.0727,
27.6250,6.9057,
27.8910,6.8369,
28.1560,6.8369,
28.4220,6.8369,
28.6880,6.8173,
28.9530,6.8173,
29.2190,6.8173,
29.4850,6.8173,
29.7500,6.8173,
30.0160,6.8173,
30.2810,6.8173,
30.5470,6.8173,
30.8130,6.8173,
31.0780,6.8173,
31.3440,6.8173,
31.6100,6.8173,
31.8750,6.8173,
32.1410,6.8173,
32.4060,6.8173,
32.6720,6.8271,
32.9380,6.8271,
33.2030,6.8762,
33.4690,6.9548,
33.7350,7.0334,
34.0000,7.1120,
34.2660,7.1316,
34.5310,7.1906,
34.7970,7.3281,
35.0630,7.4951,
35.3280,7.5442,
35.5940,7.6031,
35.8600,7.6719,
36.1250,7.7308,
36.3910,7.8291,
36.6560,7.9077,
36.9220,8.0059,
37.1880,8.0845,
37.4530,8.1631,
37.7190,8.2711,
37.9850,8.3890,
38.2500,8.4185,
38.5160,8.4578,
38.7810,8.5462,
39.0310,8.7230,
39.2970,8.8507,
39.5630,8.9293,
39.8280,8.9489,
40.0940,9.0000,
40.3600,9.0000,
40.6250,9.0000,
40.8910,9.0000,
41.1560,9.0000,
41.4220,9.0000,
41.6880,9.0000,
41.9530,8.9489,
42.2190,8.7328,
42.4850,8.6149,
42.7500,8.6149,
43.0160,8.4872,
43.2810,8.2220,
43.5470,7.9175,
43.8130,7.5933,
44.0780,7.5933,
44.3440,7.5933,
44.6100,7.5933,
44.8750,7.5933,
45.1410,7.5933,
45.4060,7.5933,
45.6720,7.5933,
45.9380,7.5933,
46.2030,7.5933,
46.4690,7.5933,
46.7350,7.5933,
47.0000,7.5933,
47.2660,7.5933,
47.5310,7.5933,
47.7970,7.5933,
48.0630,7.5933,
48.3280,7.5933,
48.5940,7.5933,
48.8600,7.5933,
49.1250,7.5835,
49.3910,7.5835,
49.6560,7.5835,
49.9220,7.5835,
50.1880,7.5835,
50.4530,7.5835,
50.7190,7.6228,
50.9850,7.6817,
51.2500,7.8094,
51.5160,7.9175,
51.7970,7.9371,
52.0630,7.9764,
52.3280,8.0255,
52.5940,8.0845,
52.8600,8.0943,
53.1250,8.0943,
53.3910,8.1238,
53.6560,8.1631,
53.9220,8.1729,
54.1880,8.1729,
54.4530,8.1729,
54.7190,8.2220,
54.9850,8.2515,
55.2500,8.2613,
55.5160,8.2711,
55.7810,8.2711,
56.0470,8.3006,
56.3280,8.3890,
56.5780,8.4676,
56.8440,8.5658,
57.1100,8.6346,
57.3750,8.7328,
57.6410,8.7819,
57.9060,8.8016,
58.1720,8.8507,
58.4380,8.8900,
58.7030,8.9587,
58.9690,9.0000,
59.2350,9.0000,
59.5000,9.0000,
59.7660,9.0000,
60.0310,9.0000,
60.2970,9.0000,
60.5630,9.0000,
60.8280,9.0000,
61.0940,9.0000,
61.3600,9.0000,
61.6250,5.9921,
61.8910,2.9666,
62.1560,0.8841,
62.4220,0.0295,
62.6880,0.0000,
62.9530,0.0000,
63.2190,0.0000,
63.4850,0.0000,
63.7500,0.0000,
64.0160,0.0000,
64.2810,0.0000,
64.5470,0.0000,
64.8130,0.0000,
65.0780,0.0000,
65.3440,0.0000,
65.6100,0.0000,
65.8750,0.0000,
66.1410,0.0000,
66.4060,0.0000,
66.6720,0.0000,
66.9380,0.0000,
67.2030,0.0000,
67.4690,0.0000,
67.7350,0.0000,
68.0000,0.0000,
68.2660,0.0000,
68.5310,0.0000,
68.7970,0.0000,
69.0630,0.0000,
69.3280,0.0000,
69.5940,0.0000,
69.8600,0.0000,
70.1250,0.0000,
70.3910,0.0000,
70.6560,0.1474,
70.9220,0.1670,
71.1880,0.1670,
71.4530,0.1670,
71.7190,0.1670,
71.9850,0.1670,
72.2500,0.1670,
72.5160,0.1670,
72.7810,0.1670,
73.0470,0.1670,
73.3130,0.1670,
73.5780,0.1670,
73.8440,0.1670,
74.1100,0.1670,
74.3750,0.1670,
74.6410,0.1670,
74.9060,0.1670,
75.1720,0.1670,
75.4380,0.1670,
75.7030,0.1670,
75.9690,0.1670,
76.2350,0.1768,
76.5000,0.1768,
76.7660,0.1768,
77.0310,0.1768,
77.2970,0.1768,
77.5630,0.1768,
77.8280,0.1768,
78.0940,0.1768,
78.3600,0.1768,
78.6250,0.1768,
78.8910,0.1768,
79.1560,0.1768,
79.4220,0.1768,
79.6880,0.1670,
79.9530,0.1670,
80.2190,0.1768,
80.4850,0.1768,
80.7500,0.1866,
81.0160,0.1866,
81.2810,0.2063,
81.5470,0.2063,
81.8130,0.2063,
82.0780,0.2063,
82.3440,0.2063,
82.6100,0.2063,
82.8910,0.2063,
83.1560,0.2063,
83.4220,0.2063,
83.6880,0.2063,
83.9530,0.2063,
84.2190,0.2063,
84.4850,0.2063,
84.7500,0.2652,
85.0160,0.2652,
85.2810,0.1179,
85.5470,0.1572,
85.8130,0.2259,
86.0780,0.2063,
86.3440,0.1375,
86.6100,0.2259,
86.8910,0.3143,
87.1560,0.3340,
87.4220,0.3340,
87.6880,0.3340,
87.9530,0.3340,
88.2190,0.3340,
88.4850,0.3340,
88.7500,0.3340,
89.0160,0.3340,
89.2810,0.3340,
89.5470,0.3340,
89.8130,0.3340,
90.0780,0.3340,
90.3440,0.3340,
90.6100,0.3340,
90.8750,0.3340,
91.1410,0.3438,
91.4060,0.3438,
91.6720,0.3438,
91.9380,0.3438,
92.2030,0.3438,
92.4690,0.3438,
92.7350,0.3438,
93.0000,0.3438,
93.2660,0.3831,
93.5310,0.4126,
93.7970,0.4715,
94.0630,0.5305,
94.3280,0.6483,
94.5940,0.8055,
94.8600,0.9136,
95.1250,0.9332,
95.3910,0.9332,
95.6560,0.9332,
95.9220,0.9332,
96.1880,0.9823,
96.4530,1.6798,
96.7190,1.9253,
96.9850,2.1120,
97.2500,2.2692,
97.5160,2.2986,
97.7810,2.5933,
98.0470,2.7603,
98.3130,3.1434,
98.5780,3.5855,
98.8440,3.9882,
99.1100,4.0864,
99.3750,4.7053,
99.6410,4.7053,
99.9060,4.7348,
100.1720,5.0000,
100.4380,5.1965,
100.7030,5.4617,
100.9690,5.8252,
101.2350,5.9725,
101.4850,5.9725,
101.7500,5.9725,
102.0160,5.9725,
102.2810,5.9725,
102.5470,5.9725,
102.8130,5.9725,
103.0780,5.9725,
103.3440,5.9725,
103.6100,5.9725,
103.8750,5.9725,
104.1410,5.9627,
104.4060,5.8546,
104.6560,5.8350,
104.9220,5.8350,
105.1880,5.8055,
105.4530,5.8546,
105.7190,5.9627,
105.9850,5.9627,
106.2500,6.0216,
106.5160,6.0314,
106.7810,6.0413,
107.0470,6.0609,
107.3130,6.1100,
107.5780,6.1100,
107.8440,6.4440,
108.1100,6.8861,
108.3750,7.2986,
108.6410,7.3969,
108.9060,7.3969,
