time lined up	block	rmse	false positive	false negative
2.375	dont	0.00994649	0	0
2.409	dont	0.00994649	0	0
2.442	dont	0.00994649	0	0
2.475	dont	0.00981882	0	0
2.509	dont	0.00988019	0	0
2.542	dont	0.00979371	0	0
2.575	dont	0.00993703	0	0
2.609	dont	0.00988945	0	0
2.642	dont	0.0099164	0	0
2.675	dont	0.00997505	0	0
2.709	dont	0.00991637	0	0
2.742	dont	0.00971103	0	0
2.776	dont	0.0096027	0	0
2.809	dont	0.00952342	0	0
2.842	dont	0.00941185	0	0
2.876	dont	0.00951328	0	0
2.909	dont	0.00958314	0	0
2.942	dont	0.00959282	0	0
2.976	dont	0.00963218	0	0
3.009	dont	0.00964405	0	0
3.042	dont	0.00936243	0	0
3.076	dont	0.00908689	0	0
3.109	dont	0.00923911	0	0
3.143	dont	0.00931063	0	0
3.176	dont	0.00934253	0	0
3.209	dont	0.00961435	0	0
3.243	dont	0.0096206	0	0
3.276	dont	0.00964115	0	0
3.309	dont	0.00952191	0	0
3.343	dont	0.00930996	0	0
3.376	dont	0.00924336	0	0
3.41	dont	0.00938381	0	0
3.443	dont	0.00925293	0	0
3.476	dont	0.00948549	0	0
3.51	dont	0.00976884	0	0
3.543	dont	0.00965057	0	0
3.576	dont	0.00962444	0	0
3.61	dont	0.00987047	0	0
3.643	dont	0.00963477	0	0
3.676	dont	0.00961552	0	0
3.71	dont	0.00971917	0	0
3.743	dont	0.00966114	0	0
3.777	dont	0.0096047	0	0
3.81	dont	0.00971117	0	0
3.843	dont	0.00962762	0	0
3.877	dont	0.00970678	0	0
3.91	dont	0.00974952	0	0
3.943	dont	0.00953057	0	0
3.977	dont	0.00954162	0	0
4.01	dont	0.00970011	0	0
4.043	dont	0.00954613	0	0
4.077	dont	0.00951849	0	0
4.11	dont	0.00963985	0	0
4.144	dont	0.0096387	0	0
4.177	dont	0.00955422	0	0
4.21	dont	0.00949176	0	0
4.244	dont	0.00966548	0	0
4.277	dont	0.00978016	0	0
4.31	dont	0.009685	0	0
4.344	dont	0.00963663	0	0
4.377	dont	0.0098507	0	0
4.411	dont	0.00954661	0	0
4.444	dont	0.00931104	0	0
4.477	dont	0.00927013	0	0
4.511	dont	0.00921444	0	0
4.544	dont	0.0090585	0	0
4.577	dont	0.00925927	0	0
4.611	dont	0.00926995	0	0
4.644	dont	0.0092365	0	0
4.677	dont	0.00935551	0	0
4.711	dont	0.00929743	0	0
4.744	dont	0.00927749	0	0
4.778	dont	0.00950386	0	0
4.811	dont	0.00961188	0	0
4.844	dont	0.00965436	0	0
4.878	dont	0.0097615	0	0
4.911	dont	0.00971671	0	0
4.944	dont	0.00958259	0	0
4.978	dont	0.00981912	0	0
5.011	dont	0.00966426	0	0
5.044	dont	0.0097064	0	0
5.078	dont	0.00986827	0	0
5.111	dont	0.00978209	0	0
5.145	dont	0.0094638	0	0
5.178	dont	0.00944918	0	0
5.211	dont	0.00922768	0	0
5.245	dont	0.00902311	0	0
5.278	dont	0.00916304	0	0
5.311	dont	0.00930953	0	0
5.345	dont	0.00934198	0	0
5.378	dont	0.00939647	0	0
5.412	dont	0.00940293	0	0
5.445	dont	0.00917806	0	0
5.478	dont	0.00903965	0	0
5.512	dont	0.00897461	0	0
5.545	dont	0.00928086	0	0
5.578	dont	0.00916103	0	0
5.612	dont	0.00926108	0	0
5.645	dont	0.00938386	0	0
5.678	dont	0.00940422	0	0
5.712	dont	0.00909877	0	0
5.745	dont	0.0092389	0	0
5.779	dont	0.00937914	0	0
5.812	dont	0.00952353	0	0
5.845	dont	0.00947227	0	0
5.879	dont	0.00964551	0	0
5.912	dont	0.00974752	0	0
5.945	dont	0.0097659	0	0
5.979	dont	0.0095041	0	0
6.012	dont	0.00964591	0	0
6.045	dont	0.00960636	0	0
6.079	dont	0.00958646	0	0
6.112	dont	0.00959252	0	0
6.146	dont	0.00960801	0	0
6.179	dont	0.00969019	0	0
6.212	dont	0.0096506	0	0
6.246	dont	0.00971391	0	0
6.279	dont	0.00973457	0	0
6.312	dont	0.00983972	0	0
6.346	dont	0.00968062	0	0
6.379	dont	0.00979987	0	0
6.413	dont	0.00966033	0	0
6.446	dont	0.00943464	0	0
6.479	dont	0.00941195	0	0
6.513	dont	0.00922707	0	0
6.546	dont	0.00900421	0	0
6.579	dont	0.00904612	0	0
6.613	dont	0.00924604	0	0
6.646	dont	0.00931331	0	0
6.679	dont	0.00969324	0	0
6.713	dont	0.00995808	0	0
6.746	dont	0.00991268	0	0
6.78	dont	0.00975115	0	0
6.813	dont	0.00958903	0	0
6.846	dont	0.00914842	0	0
6.88	dont	0.00876065	0	0
6.913	dont	0.00857499	0	0
6.946	dont	0.00830289	0	0
6.98	dont	0.00823492	0	0
7.013	dont	0.00831369	0	0
7.046	dont	0.00841593	0	0
7.08	dont	0.00844259	0	0
7.113	dont	0.00873832	0	0
7.147	dont	0.00868147	0	0
7.18	dont	0.00876342	0	0
7.213	dont	0.00866485	0	0
7.247	dont	0.00881392	0	0
7.28	dont	0.00881453	0	0
7.313	dont	0.00891045	0	0
7.347	dont	0.00881214	0	0
7.38	dont	0.00906886	0	0
7.414	dont	0.00903525	0	0
7.447	dont	0.00901691	0	0
7.48	dont	0.00919718	0	0
7.514	dont	0.00917513	0	0
7.547	dont	0.00910091	0	0
7.58	dont	0.00894852	0	0
7.614	dont	0.00886327	0	0
7.647	dont	0.00868012	0	0
7.68	dont	0.00873581	0	0
7.714	dont	0.00857246	0	0
7.747	dont	0.00853352	0	0
7.781	dont	0.0084215	0	0
7.814	dont	0.00846525	0	0
7.847	dont	0.00858191	0	0
7.881	dont	0.00864773	0	0
7.914	dont	0.00884854	0	0
7.947	dont	0.00898227	0	0
7.981	dont	0.00909273	0	0
8.014	dont	0.00907876	0	0
8.047	dont	0.00910151	0	0
8.081	dont	0.00922925	0	0
8.114	dont	0.00928237	0	0
8.148	dont	0.00912889	0	0
8.181	dont	0.00910273	0	0
8.214	dont	0.00929875	0	0
8.248	dont	0.00914902	0	0
8.281	dont	0.00910759	0	0
8.314	dont	0.0090309	0	0
8.348	dont	0.00906531	0	0
8.381	dont	0.00894506	0	0
8.415	dont	0.0091186	0	0
8.448	dont	0.00917168	0	0
8.481	dont	0.00928855	0	0
8.515	dont	0.00934595	0	0
8.548	dont	0.00927022	0	0
8.581	dont	0.00928078	0	0
8.615	dont	0.00934127	0	0
8.648	dont	0.00935258	0	0
8.681	dont	0.00926785	0	0
8.715	dont	0.00938083	0	0
8.748	dont	0.00918043	0	0
8.782	dont	0.00924865	0	0
8.815	dont	0.0093582	0	0
8.848	dont	0.00946323	0	0
8.882	dont	0.00961123	0	0
8.915	dont	0.00983523	0	0
8.948	dont	0.00973347	0	0
8.982	dont	0.00972173	0	0
9.015	dont	0.00987598	0	0
9.048	dont	0.00981915	0	0
9.082	dont	0.00964809	0	0
9.115	dont	0.00950348	0	0
9.149	dont	0.00940488	0	0
9.182	dont	0.00920652	0	0
9.215	dont	0.00925412	0	0
9.249	dont	0.00933127	0	0
9.282	dont	0.00947414	0	0
9.315	dont	0.00948227	0	0
9.349	dont	0.00943404	0	0
