time lined up	block	rmse	false positive	false negative
1.073	dont	0.0121332	0	0
1.107	dont	0.0121332	0	0
1.140	dont	0.0121332	0	0
1.173	dont	0.0114131	0	0
1.207	dont	0.0124025	0	0
1.240	dont	0.0123743	0	0
1.273	dont	0.0123946	0	0
1.307	dont	0.0121313	0	0
1.340	dont	0.0126483	0	0
1.373	dont	0.0129045	0	0
1.407	dont	0.0132335	0	0
1.440	dont	0.0131168	0	0
1.474	dont	0.0123169	0	0
1.507	dont	0.0121274	0	0
1.540	dont	0.0117449	0	0
1.574	dont	0.0112326	0	0
1.607	dont	0.0110531	0	0
1.640	dont	0.0109892	0	0
1.674	dont	0.0107153	0	0
1.707	dont	0.0109276	0	0
1.740	dont	0.0110545	0	0
1.774	dont	0.0113227	0	0
1.807	dont	0.0117504	0	0
1.841	dont	0.0119078	0	0
1.874	dont	0.0115656	0	0
1.907	dont	0.0118543	0	0
1.941	dont	0.0123888	0	0
1.974	dont	0.0129022	0	0
2.007	dont	0.0129048	0	0
2.041	dont	0.0126704	0	0
2.074	dont	0.0127092	0	0
2.108	dont	0.0119585	0	0
2.141	dont	0.0112735	0	0
2.174	dont	0.0113021	0	0
2.208	dont	0.0118555	0	0
2.241	dont	0.0116371	0	0
2.274	dont	0.0115705	0	0
2.308	dont	0.0120615	0	0
2.341	dont	0.0119217	0	0
2.374	dont	0.0114627	0	0
2.408	dont	0.0113512	0	0
2.441	dont	0.0113118	0	0
2.475	dont	0.0108824	0	0
2.508	dont	0.0106697	0	0
2.541	dont	0.0103352	0	0
2.575	dont	0.0100739	0	0
2.608	dont	0.0100657	0	0
2.641	dont	0.0099168	0	0
2.675	dont	0.0098166	0	0
2.708	dont	0.0098824	0	0
2.741	dont	0.0100738	0	0
2.775	dont	0.0100479	0	0
2.808	dont	0.0101011	0	0
2.842	dont	0.0103202	0	0
2.875	dont	0.0104748	0	0
2.908	dont	0.0101975	0	0
2.942	dont	0.0100554	0	0
2.975	dont	0.0102271	0	0
3.008	dont	0.0107360	0	0
3.042	dont	0.0106149	0	0
3.075	dont	0.0105049	0	0
3.109	dont	0.0110044	0	0
3.142	dont	0.0111296	0	0
3.175	dont	0.0108145	0	0
3.209	dont	0.0105942	0	0
3.242	dont	0.0106792	0	0
3.275	dont	0.0106385	0	0
3.309	dont	0.0105005	0	0
3.342	dont	0.0100489	0	0
3.375	dont	0.0105517	0	0
3.409	dont	0.0110213	0	0
3.442	dont	0.0105757	0	0
3.476	dont	0.0107826	0	0
3.509	dont	0.0112190	0	0
3.542	dont	0.0106952	0	0
3.576	dont	0.0109209	0	0
3.609	dont	0.0108379	0	0
3.642	dont	0.0105245	0	0
3.676	dont	0.0109674	0	0
3.709	dont	0.0114352	0	0
3.742	dont	0.0111922	0	0
3.776	dont	0.0116678	0	0
3.809	dont	0.0113693	0	0
3.843	dont	0.0109580	0	0
3.876	dont	0.0108559	0	0
3.909	dont	0.0104199	0	0
3.943	dont	0.0102755	0	0
3.976	dont	0.0108453	0	0
4.009	dont	0.0109360	0	0
4.043	dont	0.0108289	0	0
4.076	dont	0.0107775	0	0
4.110	dont	0.0107936	0	0
4.143	dont	0.0105020	0	0
4.176	dont	0.0103357	0	0
4.210	dont	0.0106064	0	0
4.243	dont	0.0103651	0	0
4.276	dont	0.0100458	0	0
4.310	dont	0.0095488	0	0
4.343	dont	0.0094899	0	0
4.376	dont	0.0089088	0	0
4.410	dont	0.0087976	0	0
4.443	dont	0.0085794	0	0
4.477	dont	0.0086338	0	0
4.510	dont	0.0088018	0	0
4.543	dont	0.0090516	0	0
4.577	dont	0.0095796	0	0
4.610	dont	0.0101775	0	0
4.643	dont	0.0104953	0	0
4.677	dont	0.0107838	0	0
4.710	dont	0.0106331	0	0
4.743	dont	0.0101409	0	0
4.777	dont	0.0100093	0	0
4.810	dont	0.0102251	0	0
4.844	dont	0.0096885	0	0
4.877	dont	0.0098978	0	0
4.910	dont	0.0104885	0	0
4.944	dont	0.0106463	0	0
4.977	dont	0.0105755	0	0
5.010	dont	0.0104531	0	0
5.044	dont	0.0100713	0	0
5.077	dont	0.0096821	0	0
5.111	dont	0.0091637	0	0
5.144	dont	0.0087240	0	0
5.177	dont	0.0088949	0	0
5.211	dont	0.0095016	0	0
5.244	dont	0.0097833	0	0
5.277	dont	0.0098981	0	0
5.311	dont	0.0099125	0	0
5.344	dont	0.0098741	0	0
5.377	dont	0.0093737	0	0
5.411	dont	0.0089857	0	0
5.444	dont	0.0089797	0	0
5.478	dont	0.0092809	0	0
5.511	dont	0.0095652	0	0
5.544	dont	0.0098248	0	0
5.578	dont	0.0096722	0	0
5.611	dont	0.0099140	0	0
5.644	dont	0.0098844	0	0
5.678	dont	0.0093456	0	0
5.711	dont	0.0094483	0	0
5.744	dont	0.0098066	0	0
5.778	dont	0.0096655	0	0
5.811	dont	0.0104003	0	0
5.845	dont	0.0111744	0	0
5.878	dont	0.0109925	0	0
5.911	dont	0.0110658	0	0
5.945	dont	0.0107609	0	0
5.978	dont	0.0100276	0	0
6.011	dont	0.0092926	0	0
6.045	dont	0.0094412	0	0
6.078	dont	0.0096873	0	0
6.112	dont	0.0098565	0	0
6.145	dont	0.0099590	0	0
6.178	dont	0.0100060	0	0
6.212	dont	0.0096761	0	0
6.245	dont	0.0098871	0	0
6.278	dont	0.0101598	0	0
6.312	dont	0.0104052	0	0
6.345	dont	0.0106203	0	0
6.378	dont	0.0118087	0	0
6.412	dont	0.0139665	0	0
6.445	dont	0.0163429	0	1
6.479	dont	0.0171660	0	0
6.512	dont	0.0181157	0	0
6.545	dont	0.0180222	1	0
6.579	dont	0.0158279	0	0
6.612	dont	0.0139647	0	0
6.645	dont	0.0131205	0	0
6.679	dont	0.0124451	0	0
6.712	dont	0.0117467	0	0
6.745	dont	0.0115302	0	0
6.779	dont	0.0112325	0	0
6.812	dont	0.0111739	0	0
6.846	dont	0.0107342	0	0
6.879	dont	0.0104767	0	0
6.912	dont	0.0103390	0	0
6.946	dont	0.0100966	0	0
6.979	dont	0.0098989	0	0
7.012	dont	0.0099569	0	0
7.046	dont	0.0096869	0	0
7.079	dont	0.0097918	0	0
7.113	dont	0.0093495	0	0
7.146	dont	0.0091288	0	0
7.179	dont	0.0091872	0	0
7.213	dont	0.0094580	0	0
7.246	dont	0.0092705	0	0
7.279	dont	0.0095564	0	0
7.313	dont	0.0096956	0	0
7.346	dont	0.0097857	0	0
7.379	dont	0.0100580	0	0
7.413	dont	0.0098674	0	0
7.446	dont	0.0097673	0	0
7.480	dont	0.0094624	0	0
7.513	dont	0.0088168	0	0
7.546	dont	0.0085519	0	0
7.580	dont	0.0085965	0	0
7.613	dont	0.0086536	0	0
7.646	dont	0.0087231	0	0
7.680	dont	0.0092779	0	0
7.713	dont	0.0091536	0	0
7.746	dont	0.0090917	0	0
7.780	dont	0.0089781	0	0
7.813	dont	0.0092076	0	0
7.847	dont	0.0090532	0	0
7.880	dont	0.0090571	0	0
7.913	dont	0.0089350	0	0
7.947	dont	0.0091729	0	0
7.980	dont	0.0097131	0	0
8.013	dont	0.0099271	0	0
8.047	dont	0.0101279	0	0
8.080	dont	0.0108771	0	0
8.114	dont	0.0106384	0	0
8.147	dont	0.0099306	0	0
8.180	dont	0.0097330	0	0
8.214	dont	0.0096982	0	0
8.247	dont	0.0091694	0	0
8.280	dont	0.0091654	0	0
8.314	dont	0.0095321	0	0
8.347	dont	0.0094111	0	0
8.380	dont	0.0091847	0	0
8.414	dont	0.0090470	0	0
8.447	dont	0.0090755	0	0
8.481	dont	0.0085247	0	0
8.514	dont	0.0091052	0	0
8.547	dont	0.0093115	0	0
8.581	dont	0.0099425	0	0
8.614	dont	0.0099051	0	0
8.647	dont	0.0098505	0	0
8.681	dont	0.0096593	0	0
8.714	dont	0.0125109	0	0
8.747	dont	0.0151813	0	0
8.781	dont	0.0188685	0	0
8.814	dont	0.0216195	0	0
8.848	dont	0.0225947	0	0
8.881	dont	0.0206884	0	0
8.914	dont	0.0184281	1	0
8.948	dont	0.0152696	0	0
8.981	dont	0.0133098	0	0
9.014	dont	0.0125682	0	0
9.048	dont	0.0123469	0	0
9.081	dont	0.0118514	0	0
9.115	dont	0.0119936	0	0
9.148	dont	0.0114659	0	0
9.181	dont	0.0111769	0	0
9.215	dont	0.0108541	0	0
9.248	dont	0.0108464	0	0
9.281	dont	0.0108118	0	0
9.315	dont	0.0109808	0	0
9.348	dont	0.0106403	0	0
9.381	dont	0.0100554	0	0
9.415	dont	0.0094392	0	0
9.448	dont	0.0088379	0	0
9.482	dont	0.0089632	0	0
9.515	dont	0.0095811	0	0
9.548	dont	0.0093823	0	0
9.582	dont	0.0100449	0	0
9.615	dont	0.0100171	0	0
9.648	dont	0.0103362	0	0
9.682	dont	0.0099947	0	0
9.715	dont	0.0102259	0	0
9.748	dont	0.0095283	0	0
9.782	dont	0.0097045	0	0
9.815	dont	0.0089444	0	0
9.849	dont	0.0090470	0	0
9.882	dont	0.0089486	0	0
9.915	dont	0.0092114	0	0
9.949	dont	0.0091731	0	0
9.982	dont	0.0092505	0	0
10.015	dont	0.0091629	0	0
10.049	dont	0.0092280	0	0
10.082	dont	0.0093869	0	0
10.116	dont	0.0094946	0	0
10.149	dont	0.0095336	0	0
10.182	dont	0.0091812	0	0
10.216	dont	0.0097471	0	0
10.249	dont	0.0093116	0	0
