time lined up	block	rmse	false positive	false negative
3.893	dont	0.015247	0	0
3.910	dont	0.015247	0	0
3.926	dont	0.015247	0	0
3.943	dont	0.015451	0	0
3.960	dont	0.015686	0	0
3.976	dont	0.015997	0	0
3.993	dont	0.015757	0	0
4.010	dont	0.015502	0	0
4.026	dont	0.015124	0	0
4.043	dont	0.015059	0	0
4.060	dont	0.014991	0	0
4.076	dont	0.014983	0	0
4.093	dont	0.015328	0	0
4.110	dont	0.015236	0	0
4.126	dont	0.014895	0	0
4.143	dont	0.014503	0	0
4.160	dont	0.013897	0	0
4.176	dont	0.013328	0	0
4.193	dont	0.012780	0	0
4.210	dont	0.012472	0	0
4.226	dont	0.012005	0	0
4.243	dont	0.012123	0	0
4.260	dont	0.012024	0	0
4.277	dont	0.012507	0	0
4.293	dont	0.012553	0	0
4.310	dont	0.012353	0	0
4.327	dont	0.012555	0	0
4.343	dont	0.013086	0	0
4.360	dont	0.013295	0	0
4.377	dont	0.013314	0	0
4.393	dont	0.013591	0	0
4.410	dont	0.013457	0	0
4.427	dont	0.013042	0	0
4.443	dont	0.012435	0	0
4.460	dont	0.011867	0	0
4.477	dont	0.010984	0	0
4.493	dont	0.011108	0	0
4.510	dont	0.011001	0	0
4.527	dont	0.010712	0	0
4.543	dont	0.011289	0	0
4.560	dont	0.011768	0	0
4.577	dont	0.011205	0	0
4.594	dont	0.010941	0	0
4.610	dont	0.010958	0	0
4.627	dont	0.011260	0	0
4.644	dont	0.011401	0	0
4.660	dont	0.011652	0	0
4.677	dont	0.011607	0	0
4.694	dont	0.012073	0	0
4.710	dont	0.011346	0	0
4.727	dont	0.011076	0	0
4.744	dont	0.011660	0	0
4.760	dont	0.011594	0	0
4.777	dont	0.010752	0	0
4.794	dont	0.010671	0	0
4.810	dont	0.011065	0	0
4.827	dont	0.010450	0	0
4.844	dont	0.010977	0	0
4.860	dont	0.011584	0	0
4.877	dont	0.011616	0	0
4.894	dont	0.011889	0	0
4.911	dont	0.011601	0	0
4.927	dont	0.011168	0	0
4.944	dont	0.011065	0	0
4.961	dont	0.011166	0	0
4.977	dont	0.010748	0	0
4.994	dont	0.010754	0	0
5.011	dont	0.010788	0	0
5.027	dont	0.010059	0	0
5.044	dont	0.010376	0	0
5.061	dont	0.010437	0	0
5.077	dont	0.010703	0	0
5.094	dont	0.012039	0	0
5.111	dont	0.012809	0	0
5.127	dont	0.013237	0	0
5.144	dont	0.014035	0	0
5.161	dont	0.014518	0	0
5.177	dont	0.012928	0	0
5.194	dont	0.012886	0	0
5.211	dont	0.012623	0	0
5.227	dont	0.012466	0	0
5.244	dont	0.012811	0	0
5.261	dont	0.013543	0	0
5.278	dont	0.014046	0	0
