time	block	discomfort	scaled discomfort
0.000	Don't blink	0.058939	0.142857
0.266	Don't blink	0.058939	0.142857
0.531	Don't blink	0.058939	0.142857
0.797	Don't blink	0.058939	0.142857
1.063	Don't blink	0.058939	0.142857
1.328	Don't blink	0.058939	0.142857
1.594	Don't blink	0.058939	0.142857
1.859	Don't blink	0.058939	0.142857
2.125	Don't blink	0.058939	0.142857
2.391	Don't blink	0.058939	0.142857
2.656	Don't blink	0.058939	0.142857
2.922	Don't blink	0.058939	0.142857
3.188	Don't blink	0.058939	0.142857
3.453	Don't blink	0.058939	0.142857
3.719	Don't blink	0.058939	0.142857
3.984	Don't blink	0.058939	0.142857
4.250	Don't blink	0.058939	0.142857
4.516	Don't blink	0.058939	0.142857
4.781	Don't blink	0.058939	0.142857
5.047	Don't blink	0.058939	0.142857
5.313	Don't blink	0.058939	0.142857
5.578	Don't blink	0.058939	0.142857
5.844	Don't blink	0.058939	0.142857
6.109	Don't blink	0.058939	0.142857
6.375	Don't blink	0.058939	0.142857
6.641	Don't blink	0.058939	0.142857
6.906	Don't blink	0.058939	0.142857
7.172	Don't blink	0.834971	2.023810
7.438	Don't blink	1.493124	3.619048
7.703	Don't blink	1.502947	3.642857
7.969	Don't blink	1.502947	3.642857
8.234	Don't blink	1.100196	2.666667
8.484	Don't blink	1.041257	2.523810
8.750	Don't blink	0.687623	1.666667
9.016	Don't blink	0.717092	1.738095
9.281	Don't blink	0.776031	1.880952
9.547	Don't blink	0.815324	1.976190
9.813	Don't blink	0.815324	1.976190
10.078	Don't blink	0.815324	1.976190
10.344	Don't blink	0.815324	1.976190
10.609	Don't blink	0.815324	1.976190
10.875	Don't blink	0.815324	1.976190
11.141	Don't blink	0.815324	1.976190
11.406	Don't blink	0.815324	1.976190
11.688	Don't blink	0.815324	1.976190
11.953	Don't blink	0.815324	1.976190
12.219	Don't blink	0.815324	1.976190
12.484	Don't blink	0.815324	1.976190
12.750	Don't blink	0.815324	1.976190
13.016	Don't blink	0.815324	1.976190
13.281	Don't blink	0.815324	1.976190
13.547	Don't blink	0.815324	1.976190
13.813	Don't blink	0.815324	1.976190
14.078	Don't blink	0.815324	1.976190
14.344	Don't blink	0.815324	1.976190
14.609	Don't blink	0.825147	2.000000
14.875	Don't blink	0.825147	2.000000
15.141	Don't blink	0.825147	2.000000
15.406	Don't blink	0.825147	2.000000
15.672	Don't blink	0.825147	2.000000
15.938	Don't blink	0.825147	2.000000
16.203	Don't blink	0.825147	2.000000
16.469	Don't blink	0.825147	2.000000
16.734	Don't blink	0.825147	2.000000
17.000	Don't blink	1.365422	3.309524
17.266	Don't blink	2.485265	6.023810
17.516	Don't blink	2.504912	6.071429
17.781	Don't blink	2.750491	6.666667
18.047	Don't blink	2.799607	6.785714
18.313	Don't blink	2.799607	6.785714
18.563	Don't blink	2.868369	6.952381
18.828	Don't blink	3.526523	8.547619
19.094	Don't blink	3.605108	8.738095
19.359	Don't blink	3.605108	8.738095
19.625	Don't blink	3.605108	8.738095
19.891	Don't blink	3.605108	8.738095
20.156	Don't blink	3.605108	8.738095
20.422	Don't blink	3.605108	8.738095
20.688	Don't blink	3.605108	8.738095
20.953	Don't blink	3.605108	8.738095
21.219	Don't blink	3.605108	8.738095
21.484	Don't blink	3.605108	8.738095
21.750	Don't blink	3.605108	8.738095
22.016	Don't blink	3.605108	8.738095
22.281	Don't blink	3.605108	8.738095
22.547	Don't blink	3.605108	8.738095
22.813	Don't blink	3.605108	8.738095
23.078	Don't blink	3.605108	8.738095
23.344	Don't blink	3.605108	8.738095
23.609	Don't blink	3.605108	8.738095
23.875	Don't blink	3.605108	8.738095
24.141	Don't blink	3.605108	8.738095
24.406	Don't blink	3.605108	8.738095
24.672	Don't blink	3.605108	8.738095
24.938	Don't blink	3.605108	8.738095
25.203	Don't blink	3.605108	8.738095
25.469	Don't blink	3.605108	8.738095
25.734	Don't blink	3.605108	8.738095
26.000	Don't blink	3.605108	8.738095
26.266	Don't blink	3.605108	8.738095
26.531	Don't blink	3.605108	8.738095
26.797	Don't blink	3.605108	8.738095
27.063	Don't blink	3.605108	8.738095
27.328	Don't blink	3.605108	8.738095
27.594	Don't blink	3.605108	8.738095
27.859	Don't blink	3.605108	8.738095
28.125	Don't blink	3.605108	8.738095
28.391	Don't blink	3.605108	8.738095
28.656	Don't blink	3.605108	8.738095
28.922	Don't blink	3.605108	8.738095
29.188	Don't blink	3.605108	8.738095
29.453	Don't blink	3.605108	8.738095
29.719	Don't blink	3.605108	8.738095
29.984	Don't blink	3.605108	8.738095
30.250	Don't blink	3.605108	8.738095
30.516	Don't blink	3.605108	8.738095
30.781	Don't blink	3.605108	8.738095
31.047	Don't blink	3.605108	8.738095
31.313	Don't blink	3.605108	8.738095
31.578	Don't blink	3.605108	8.738095
31.844	Don't blink	3.605108	8.738095
32.109	Don't blink	3.605108	8.738095
32.375	Don't blink	3.605108	8.738095
32.641	Don't blink	3.605108	8.738095
32.906	Don't blink	3.605108	8.738095
33.172	Don't blink	3.605108	8.738095
33.438	Don't blink	3.605108	8.738095
33.703	Don't blink	3.605108	8.738095
33.969	Don't blink	3.605108	8.738095
34.234	Don't blink	3.605108	8.738095
34.500	Don't blink	3.605108	8.738095
34.766	Don't blink	3.605108	8.738095
35.016	Don't blink	3.605108	8.738095
35.281	Don't blink	3.605108	8.738095
35.547	Don't blink	3.605108	8.738095
35.813	Don't blink	3.605108	8.738095
36.078	Don't blink	4.047151	9.809524
36.344	Don't blink	4.047151	9.809524
36.609	Don't blink	4.056974	9.833333
36.875	Don't blink	4.056974	9.833333
37.141	Don't blink	4.125737	10.000000
37.391	Don't blink	3.850688	9.333333
37.656	Don't blink	3.722986	9.023810
37.922	Don't blink	3.624754	8.785714
38.172	Don't blink	3.536346	8.571429
38.438	Don't blink	3.536346	8.571429
38.703	Don't blink	3.536346	8.571429
38.969	Don't blink	3.536346	8.571429
39.234	Don't blink	2.937132	7.119048
39.500	Don't blink	2.888016	7.000000
39.766	Don't blink	2.888016	7.000000
40.016	Don't blink	2.878193	6.976190
40.281	Don't blink	2.878193	6.976190
40.547	Don't blink	2.878193	6.976190
40.813	Don't blink	2.878193	6.976190
41.078	Don't blink	2.878193	6.976190
41.344	Don't blink	2.878193	6.976190
41.609	Don't blink	2.878193	6.976190
41.875	Don't blink	2.878193	6.976190
42.141	Don't blink	2.878193	6.976190
42.406	Don't blink	2.878193	6.976190
42.672	Don't blink	2.878193	6.976190
42.938	Don't blink	2.878193	6.976190
43.219	Don't blink	2.878193	6.976190
43.484	Don't blink	2.878193	6.976190
43.750	Don't blink	2.878193	6.976190
44.016	Don't blink	2.878193	6.976190
44.281	Don't blink	2.878193	6.976190
44.547	Don't blink	2.878193	6.976190
44.813	Don't blink	2.878193	6.976190
45.078	Don't blink	2.878193	6.976190
45.344	Don't blink	2.878193	6.976190
45.609	Don't blink	2.878193	6.976190
45.875	Don't blink	2.878193	6.976190
46.141	Don't blink	2.878193	6.976190
46.406	Don't blink	2.878193	6.976190
46.672	Don't blink	2.878193	6.976190
46.938	Don't blink	2.878193	6.976190
47.203	Don't blink	2.878193	6.976190
47.469	Don't blink	2.878193	6.976190
47.734	Don't blink	2.878193	6.976190
48.000	Don't blink	2.878193	6.976190
48.266	Don't blink	2.878193	6.976190
48.531	Don't blink	2.878193	6.976190
48.797	Don't blink	2.878193	6.976190
49.063	Don't blink	2.878193	6.976190
49.328	Don't blink	2.878193	6.976190
49.594	Don't blink	2.878193	6.976190
49.859	Don't blink	2.878193	6.976190
50.125	Don't blink	2.878193	6.976190
50.391	Don't blink	2.878193	6.976190
50.656	Don't blink	2.878193	6.976190
50.922	Don't blink	2.878193	6.976190
51.188	Don't blink	2.878193	6.976190
51.453	Don't blink	2.878193	6.976190
51.719	Don't blink	2.878193	6.976190
51.984	Don't blink	2.878193	6.976190
52.250	Don't blink	2.878193	6.976190
52.516	Don't blink	2.878193	6.976190
52.781	Don't blink	2.878193	6.976190
53.031	Don't blink	2.878193	6.976190
53.297	Don't blink	2.878193	6.976190
53.563	Don't blink	2.878193	6.976190
53.828	Don't blink	2.878193	6.976190
54.094	Don't blink	2.878193	6.976190
54.359	Don't blink	2.878193	6.976190
54.625	Don't blink	2.878193	6.976190
54.891	Don't blink	2.878193	6.976190
55.156	Don't blink	2.878193	6.976190
55.422	Don't blink	2.878193	6.976190
55.688	Don't blink	2.878193	6.976190
55.938	Don't blink	2.878193	6.976190
56.203	Don't blink	2.878193	6.976190
56.469	Don't blink	2.878193	6.976190
56.734	Don't blink	2.878193	6.976190
57.000	Don't blink	2.878193	6.976190
57.266	Don't blink	2.878193	6.976190
57.531	Don't blink	2.878193	6.976190
57.797	Don't blink	2.878193	6.976190
58.063	Don't blink	2.878193	6.976190
58.328	Don't blink	2.878193	6.976190
58.594	Don't blink	2.878193	6.976190
58.875	Don't blink	2.878193	6.976190
59.141	Don't blink	2.878193	6.976190
59.406	Don't blink	2.878193	6.976190
59.672	Don't blink	2.878193	6.976190
59.938	Don't blink	2.878193	6.976190
60.203	OK to blink	2.878193	6.976190
60.469	OK to blink	2.878193	6.976190
60.734	OK to blink	2.878193	6.976190
61.000	OK to blink	2.878193	6.976190
61.266	OK to blink	2.878193	6.976190
61.531	OK to blink	2.878193	6.976190
61.797	OK to blink	2.878193	6.976190
62.063	OK to blink	2.878193	6.976190
62.328	OK to blink	0.000000	0.000000
62.594	OK to blink	0.000000	0.000000
62.859	OK to blink	0.000000	0.000000
63.125	OK to blink	0.000000	0.000000
63.391	OK to blink	0.000000	0.000000
63.656	OK to blink	0.000000	0.000000
63.922	OK to blink	0.000000	0.000000
64.188	OK to blink	0.000000	0.000000
64.453	OK to blink	0.000000	0.000000
64.719	OK to blink	0.000000	0.000000
64.984	OK to blink	0.000000	0.000000
65.250	OK to blink	0.000000	0.000000
65.516	OK to blink	0.000000	0.000000
65.781	OK to blink	0.000000	0.000000
66.031	OK to blink	0.000000	0.000000
66.297	OK to blink	0.000000	0.000000
66.563	OK to blink	0.000000	0.000000
66.828	OK to blink	0.000000	0.000000
67.094	OK to blink	0.000000	0.000000
67.359	OK to blink	0.000000	0.000000
67.625	OK to blink	0.000000	0.000000
67.891	OK to blink	0.000000	0.000000
68.156	OK to blink	0.000000	0.000000
68.422	OK to blink	0.000000	0.000000
68.688	OK to blink	0.000000	0.000000
68.953	OK to blink	0.000000	0.000000
69.219	OK to blink	0.000000	0.000000
69.484	OK to blink	0.000000	0.000000
69.750	OK to blink	0.000000	0.000000
70.016	OK to blink	0.000000	0.000000
70.281	OK to blink	0.000000	0.000000
70.547	OK to blink	0.000000	0.000000
70.813	OK to blink	0.000000	0.000000
71.078	OK to blink	0.000000	0.000000
71.344	OK to blink	0.000000	0.000000
71.609	OK to blink	0.000000	0.000000
71.875	OK to blink	0.000000	0.000000
72.141	OK to blink	0.000000	0.000000
72.406	OK to blink	0.000000	0.000000
72.672	OK to blink	0.000000	0.000000
72.938	OK to blink	0.000000	0.000000
73.203	OK to blink	0.000000	0.000000
73.469	OK to blink	0.000000	0.000000
73.734	OK to blink	0.000000	0.000000
74.000	OK to blink	0.000000	0.000000
74.266	OK to blink	0.000000	0.000000
74.531	OK to blink	0.000000	0.000000
74.797	OK to blink	0.000000	0.000000
75.063	OK to blink	0.000000	0.000000
75.328	OK to blink	0.000000	0.000000
75.594	OK to blink	0.000000	0.000000
75.859	OK to blink	0.000000	0.000000
76.125	OK to blink	0.000000	0.000000
76.391	OK to blink	0.000000	0.000000
76.656	OK to blink	0.000000	0.000000
76.922	OK to blink	0.000000	0.000000
77.188	OK to blink	0.000000	0.000000
77.453	OK to blink	0.000000	0.000000
77.719	OK to blink	0.000000	0.000000
77.984	OK to blink	0.000000	0.000000
78.250	OK to blink	0.000000	0.000000
78.516	OK to blink	0.000000	0.000000
78.781	OK to blink	0.000000	0.000000
79.047	OK to blink	0.000000	0.000000
79.313	OK to blink	0.000000	0.000000
79.578	OK to blink	0.000000	0.000000
79.844	OK to blink	0.000000	0.000000
80.109	OK to blink	0.000000	0.000000
80.375	OK to blink	0.000000	0.000000
80.641	OK to blink	0.000000	0.000000
80.906	OK to blink	0.000000	0.000000
81.172	OK to blink	0.000000	0.000000
81.438	OK to blink	0.000000	0.000000
81.703	OK to blink	0.000000	0.000000
81.969	OK to blink	0.000000	0.000000
82.234	OK to blink	0.000000	0.000000
82.500	OK to blink	0.000000	0.000000
82.766	OK to blink	0.000000	0.000000
83.031	OK to blink	0.000000	0.000000
83.297	OK to blink	0.000000	0.000000
83.563	OK to blink	0.000000	0.000000
83.828	OK to blink	0.000000	0.000000
84.094	OK to blink	0.000000	0.000000
84.359	OK to blink	0.000000	0.000000
84.625	OK to blink	0.000000	0.000000
84.891	OK to blink	0.000000	0.000000
85.156	OK to blink	0.000000	0.000000
85.422	OK to blink	0.000000	0.000000
85.688	OK to blink	0.000000	0.000000
85.953	OK to blink	0.000000	0.000000
86.219	OK to blink	0.000000	0.000000
86.484	OK to blink	0.000000	0.000000
86.750	OK to blink	0.000000	0.000000
87.016	OK to blink	0.000000	0.000000
87.281	OK to blink	0.000000	0.000000
87.547	OK to blink	0.000000	0.000000
87.813	OK to blink	0.000000	0.000000
88.078	OK to blink	0.000000	0.000000
88.344	OK to blink	0.000000	0.000000
88.609	OK to blink	0.000000	0.000000
88.875	OK to blink	0.000000	0.000000
89.141	OK to blink	0.000000	0.000000
89.406	OK to blink	0.000000	0.000000
89.672	OK to blink	0.000000	0.000000
89.938	OK to blink	0.000000	0.000000
90.203	Don't blink	0.000000	0.000000
90.469	Don't blink	0.000000	0.000000
90.734	Don't blink	0.000000	0.000000
91.000	Don't blink	0.000000	0.000000
91.266	Don't blink	0.000000	0.000000
91.531	Don't blink	0.000000	0.000000
91.797	Don't blink	0.000000	0.000000
92.063	Don't blink	0.000000	0.000000
92.328	Don't blink	0.000000	0.000000
92.594	Don't blink	0.000000	0.000000
92.859	Don't blink	0.000000	0.000000
93.125	Don't blink	0.000000	0.000000
93.391	Don't blink	0.000000	0.000000
93.656	Don't blink	0.000000	0.000000
93.922	Don't blink	0.000000	0.000000
94.188	Don't blink	0.000000	0.000000
94.453	Don't blink	0.000000	0.000000
94.719	Don't blink	0.000000	0.000000
94.984	Don't blink	0.000000	0.000000
95.250	Don't blink	0.000000	0.000000
95.516	Don't blink	0.000000	0.000000
95.781	Don't blink	0.000000	0.000000
96.047	Don't blink	0.137525	0.333333
96.313	Don't blink	0.805501	1.952381
96.578	Don't blink	1.159136	2.809524
96.844	Don't blink	1.335953	3.238095
97.109	Don't blink	1.335953	3.238095
97.375	Don't blink	1.335953	3.238095
97.641	Don't blink	1.335953	3.238095
97.906	Don't blink	1.335953	3.238095
98.172	Don't blink	1.335953	3.238095
98.438	Don't blink	1.335953	3.238095
98.703	Don't blink	1.335953	3.238095
98.969	Don't blink	1.335953	3.238095
99.234	Don't blink	1.335953	3.238095
99.500	Don't blink	1.335953	3.238095
99.766	Don't blink	1.335953	3.238095
100.031	Don't blink	1.335953	3.238095
100.297	Don't blink	1.335953	3.238095
100.563	Don't blink	1.335953	3.238095
100.828	Don't blink	1.335953	3.238095
101.094	Don't blink	1.335953	3.238095
101.359	Don't blink	1.335953	3.238095
101.625	Don't blink	1.335953	3.238095
101.891	Don't blink	1.335953	3.238095
102.156	Don't blink	1.335953	3.238095
102.422	Don't blink	1.335953	3.238095
102.672	Don't blink	1.335953	3.238095
102.938	Don't blink	1.335953	3.238095
103.203	Don't blink	1.335953	3.238095
103.469	Don't blink	1.335953	3.238095
103.734	Don't blink	1.335953	3.238095
104.000	Don't blink	1.335953	3.238095
104.266	Don't blink	1.335953	3.238095
104.531	Don't blink	1.335953	3.238095
104.797	Don't blink	1.335953	3.238095
105.063	Don't blink	1.335953	3.238095
105.328	Don't blink	1.335953	3.238095
105.594	Don't blink	1.335953	3.238095
105.859	Don't blink	1.335953	3.238095
106.125	Don't blink	1.335953	3.238095
106.406	Don't blink	1.335953	3.238095
106.672	Don't blink	1.335953	3.238095
106.938	Don't blink	1.335953	3.238095
107.203	Don't blink	1.335953	3.238095
107.469	Don't blink	1.335953	3.238095
107.734	Don't blink	1.335953	3.238095
108.000	Don't blink	1.335953	3.238095
108.266	Don't blink	1.335953	3.238095
108.531	Don't blink	1.335953	3.238095
108.797	Don't blink	1.335953	3.238095
109.063	Don't blink	1.335953	3.238095
109.328	Don't blink	1.335953	3.238095
109.594	Don't blink	1.335953	3.238095
109.859	Don't blink	1.335953	3.238095
110.125	Don't blink	1.335953	3.238095
110.391	Don't blink	1.335953	3.238095
110.656	Don't blink	1.335953	3.238095
110.922	Don't blink	1.335953	3.238095
111.188	Don't blink	1.335953	3.238095
111.453	Don't blink	1.335953	3.238095
111.719	Don't blink	1.335953	3.238095
111.984	Don't blink	1.335953	3.238095
112.250	Don't blink	1.335953	3.238095
112.516	Don't blink	1.335953	3.238095
112.781	Don't blink	1.335953	3.238095
113.031	Don't blink	1.335953	3.238095
113.297	Don't blink	1.335953	3.238095
113.563	Don't blink	1.335953	3.238095
113.828	Don't blink	1.335953	3.238095
114.094	Don't blink	1.335953	3.238095
114.359	Don't blink	1.335953	3.238095
114.625	Don't blink	1.335953	3.238095
114.891	Don't blink	1.335953	3.238095
115.156	Don't blink	1.335953	3.238095
115.422	Don't blink	2.770138	6.714286
115.688	Don't blink	2.809430	6.809524
115.953	Don't blink	2.799607	6.785714
116.219	Don't blink	2.799607	6.785714
116.484	Don't blink	2.799607	6.785714
116.750	Don't blink	2.799607	6.785714
117.016	Don't blink	2.799607	6.785714
117.281	Don't blink	2.799607	6.785714
117.547	Don't blink	2.799607	6.785714
117.813	Don't blink	2.799607	6.785714
118.078	Don't blink	2.799607	6.785714
118.344	Don't blink	2.799607	6.785714
118.609	Don't blink	2.799607	6.785714
118.875	Don't blink	2.799607	6.785714
119.141	Don't blink	2.799607	6.785714
119.406	Don't blink	2.799607	6.785714
119.672	Don't blink	2.799607	6.785714
119.938	Don't blink	2.799607	6.785714
120.203	Don't blink	2.799607	6.785714
120.469	Don't blink	2.799607	6.785714
120.734	Don't blink	2.799607	6.785714
121.000	Don't blink	2.799607	6.785714
121.266	Don't blink	2.799607	6.785714
121.531	Don't blink	2.799607	6.785714
121.797	Don't blink	2.799607	6.785714
122.063	Don't blink	2.799607	6.785714
122.328	Don't blink	2.799607	6.785714
122.594	Don't blink	2.799607	6.785714
122.859	Don't blink	2.799607	6.785714
123.125	Don't blink	2.799607	6.785714
123.391	Don't blink	2.799607	6.785714
123.656	Don't blink	2.799607	6.785714
123.922	Don't blink	2.799607	6.785714
124.188	Don't blink	2.799607	6.785714
124.453	Don't blink	2.799607	6.785714
124.719	Don't blink	2.799607	6.785714
124.984	Don't blink	2.799607	6.785714
125.250	Don't blink	2.799607	6.785714
125.516	Don't blink	2.799607	6.785714
125.781	Don't blink	2.799607	6.785714
126.031	Don't blink	2.799607	6.785714
126.297	Don't blink	2.799607	6.785714
126.563	Don't blink	2.799607	6.785714
126.828	Don't blink	2.799607	6.785714
127.094	Don't blink	2.799607	6.785714
127.359	Don't blink	2.799607	6.785714
127.625	Don't blink	2.799607	6.785714
127.891	Don't blink	2.799607	6.785714
128.156	Don't blink	2.799607	6.785714
128.422	Don't blink	2.799607	6.785714
128.688	Don't blink	2.799607	6.785714
128.953	Don't blink	2.799607	6.785714
129.219	Don't blink	2.799607	6.785714
129.484	Don't blink	2.799607	6.785714
129.750	Don't blink	2.799607	6.785714
130.000	Don't blink	2.799607	6.785714
130.266	Don't blink	2.799607	6.785714
130.531	Don't blink	2.799607	6.785714
130.797	Don't blink	2.799607	6.785714
131.063	Don't blink	2.799607	6.785714
131.328	Don't blink	2.799607	6.785714
131.594	Don't blink	2.799607	6.785714
131.859	Don't blink	2.799607	6.785714
132.125	Don't blink	2.799607	6.785714
132.391	Don't blink	2.799607	6.785714
132.656	Don't blink	2.799607	6.785714
132.922	Don't blink	2.799607	6.785714
133.188	Don't blink	2.799607	6.785714
133.453	Don't blink	2.799607	6.785714
133.719	Don't blink	2.799607	6.785714
133.984	Don't blink	2.799607	6.785714
134.250	Don't blink	2.799607	6.785714
134.516	Don't blink	2.799607	6.785714
134.781	Don't blink	2.799607	6.785714
135.047	Don't blink	2.799607	6.785714
135.313	Don't blink	2.799607	6.785714
135.578	Don't blink	2.799607	6.785714
135.844	Don't blink	2.799607	6.785714
136.109	Don't blink	2.799607	6.785714
136.375	Don't blink	2.799607	6.785714
136.641	Don't blink	2.799607	6.785714
136.906	Don't blink	2.799607	6.785714
137.172	Don't blink	2.799607	6.785714
137.438	Don't blink	2.799607	6.785714
137.703	Don't blink	2.799607	6.785714
137.984	Don't blink	2.799607	6.785714
138.250	Don't blink	2.799607	6.785714
138.516	Don't blink	2.799607	6.785714
138.781	Don't blink	2.799607	6.785714
139.047	Don't blink	2.799607	6.785714
139.313	Don't blink	2.799607	6.785714
139.578	Don't blink	2.799607	6.785714
139.859	Don't blink	2.799607	6.785714
140.125	Don't blink	2.799607	6.785714
140.391	Don't blink	2.799607	6.785714
140.656	Don't blink	2.799607	6.785714
140.922	Don't blink	2.799607	6.785714
141.188	Don't blink	2.799607	6.785714
141.453	Don't blink	2.799607	6.785714
141.719	Don't blink	2.799607	6.785714
141.984	Don't blink	2.799607	6.785714
142.250	Don't blink	2.799607	6.785714
142.516	Don't blink	2.799607	6.785714
142.781	Don't blink	2.799607	6.785714
143.047	Don't blink	2.799607	6.785714
143.313	Don't blink	2.799607	6.785714
143.578	Don't blink	2.799607	6.785714
143.844	Don't blink	2.799607	6.785714
144.109	Don't blink	2.799607	6.785714
144.375	Don't blink	2.799607	6.785714
144.641	Don't blink	2.799607	6.785714
144.906	Don't blink	2.799607	6.785714
145.172	Don't blink	2.799607	6.785714
145.438	Don't blink	2.799607	6.785714
145.703	Don't blink	2.799607	6.785714
145.969	Don't blink	2.799607	6.785714
146.234	Don't blink	2.799607	6.785714
146.500	Don't blink	2.799607	6.785714
146.766	Don't blink	2.799607	6.785714
147.031	Don't blink	2.799607	6.785714
147.297	Don't blink	2.799607	6.785714
147.563	Don't blink	2.799607	6.785714
147.828	Don't blink	2.799607	6.785714
148.094	Don't blink	2.799607	6.785714
148.359	Don't blink	2.799607	6.785714
148.625	Don't blink	2.799607	6.785714
148.891	Don't blink	2.799607	6.785714
149.156	Don't blink	2.799607	6.785714
149.422	Don't blink	2.799607	6.785714
149.688	Don't blink	2.799607	6.785714
149.953	Don't blink	2.799607	6.785714
150.219	OK to blink	2.799607	6.785714
150.484	OK to blink	2.799607	6.785714
150.750	OK to blink	2.799607	6.785714
151.016	OK to blink	2.799607	6.785714
151.281	OK to blink	2.799607	6.785714
151.547	OK to blink	2.799607	6.785714
151.813	OK to blink	2.799607	6.785714
152.078	OK to blink	2.799607	6.785714
152.344	OK to blink	1.414538	3.428571
152.609	OK to blink	0.756385	1.833333
152.875	OK to blink	0.756385	1.833333
153.141	OK to blink	0.756385	1.833333
153.406	OK to blink	0.756385	1.833333
153.672	OK to blink	0.756385	1.833333
153.938	OK to blink	0.756385	1.833333
154.203	OK to blink	0.756385	1.833333
154.469	OK to blink	0.756385	1.833333
154.734	OK to blink	0.756385	1.833333
155.000	OK to blink	0.756385	1.833333
155.266	OK to blink	0.756385	1.833333
155.531	OK to blink	0.756385	1.833333
155.797	OK to blink	0.756385	1.833333
156.047	OK to blink	0.756385	1.833333
156.313	OK to blink	0.756385	1.833333
156.578	OK to blink	0.756385	1.833333
156.844	OK to blink	0.756385	1.833333
157.109	OK to blink	0.756385	1.833333
157.375	OK to blink	0.756385	1.833333
157.641	OK to blink	0.756385	1.833333
157.906	OK to blink	0.756385	1.833333
158.172	OK to blink	0.756385	1.833333
158.438	OK to blink	0.756385	1.833333
158.703	OK to blink	0.756385	1.833333
158.969	OK to blink	0.756385	1.833333
159.234	OK to blink	0.756385	1.833333
159.500	OK to blink	0.756385	1.833333
159.766	OK to blink	0.756385	1.833333
160.031	OK to blink	0.756385	1.833333
160.297	OK to blink	0.756385	1.833333
160.563	OK to blink	0.756385	1.833333
160.828	OK to blink	0.756385	1.833333
161.094	OK to blink	0.756385	1.833333
161.359	OK to blink	0.756385	1.833333
161.625	OK to blink	0.756385	1.833333
161.891	OK to blink	0.756385	1.833333
162.156	OK to blink	0.756385	1.833333
162.422	OK to blink	0.756385	1.833333
162.688	OK to blink	0.756385	1.833333
162.953	OK to blink	0.756385	1.833333
163.219	OK to blink	0.756385	1.833333
163.484	OK to blink	0.756385	1.833333
163.750	OK to blink	0.756385	1.833333
164.016	OK to blink	0.756385	1.833333
164.281	OK to blink	0.756385	1.833333
164.547	OK to blink	0.756385	1.833333
164.813	OK to blink	0.756385	1.833333
165.078	OK to blink	0.756385	1.833333
165.344	OK to blink	0.756385	1.833333
165.609	OK to blink	0.756385	1.833333
165.875	OK to blink	0.756385	1.833333
166.141	OK to blink	0.756385	1.833333
166.406	OK to blink	0.756385	1.833333
166.672	OK to blink	0.756385	1.833333
166.938	OK to blink	0.756385	1.833333
167.203	OK to blink	0.756385	1.833333
167.469	OK to blink	0.756385	1.833333
167.734	OK to blink	0.756385	1.833333
168.000	OK to blink	0.756385	1.833333
168.266	OK to blink	0.756385	1.833333
168.531	OK to blink	0.756385	1.833333
168.797	OK to blink	0.756385	1.833333
169.047	OK to blink	0.756385	1.833333
169.313	OK to blink	0.756385	1.833333
169.594	OK to blink	0.756385	1.833333
169.859	OK to blink	0.756385	1.833333
170.125	OK to blink	0.756385	1.833333
170.391	OK to blink	0.756385	1.833333
170.656	OK to blink	0.756385	1.833333
170.922	OK to blink	0.756385	1.833333
171.188	OK to blink	0.756385	1.833333
171.453	OK to blink	0.756385	1.833333
171.719	OK to blink	0.756385	1.833333
171.984	OK to blink	0.756385	1.833333
172.250	OK to blink	0.756385	1.833333
172.516	OK to blink	0.756385	1.833333
172.781	OK to blink	0.756385	1.833333
173.047	OK to blink	0.756385	1.833333
173.313	OK to blink	0.756385	1.833333
173.578	OK to blink	0.756385	1.833333
173.844	OK to blink	0.756385	1.833333
174.109	OK to blink	0.756385	1.833333
174.375	OK to blink	0.756385	1.833333
174.641	OK to blink	0.756385	1.833333
174.906	OK to blink	0.756385	1.833333
