time	rmse	false positive	false negative
9.976	0.0079235	0	0
10.010	0.0079235	0	0
10.043	0.0079235	0	0
10.076	0.0134184	0	0
10.110	0.0171757	0	0
10.143	0.0182827	0	0
10.176	0.0186734	0	0
10.210	0.0184520	0	0
10.243	0.0131835	0	0
10.276	0.0098352	0	0
10.310	0.0088034	0	0
10.343	0.0086837	0	0
10.377	0.0083593	0	0
10.410	0.0081956	0	0
10.443	0.0081510	0	0
10.477	0.0081624	0	0
10.510	0.0076230	0	0
10.543	0.0081740	0	0
10.577	0.0085330	0	0
10.610	0.0085043	0	0
10.643	0.0081184	0	0
10.677	0.0090340	0	0
10.710	0.0086347	0	0
10.744	0.0085813	0	0
10.777	0.0086081	0	0
10.810	0.0087504	0	0
10.844	0.0082387	0	0
10.877	0.0077013	0	0
10.910	0.0073211	0	0
10.944	0.0068673	0	0
10.977	0.0068721	0	0
11.011	0.0063637	0	0
11.044	0.0060176	0	0
11.077	0.0057220	0	0
11.111	0.0053476	0	0
11.144	0.0053170	0	0
11.177	0.0056472	0	0
11.211	0.0058933	0	0
11.244	0.0061150	0	0
11.277	0.0064354	0	0
11.311	0.0065367	0	0
11.344	0.0065955	0	0
11.378	0.0064081	0	0
11.411	0.0061511	0	0
11.444	0.0063327	0	0
11.478	0.0058297	0	0
11.511	0.0056001	0	0
11.544	0.0061679	0	0
11.578	0.0061258	0	0
11.611	0.0060631	0	0
11.644	0.0062954	0	0
11.678	0.0065100	0	0
11.711	0.0062245	0	0
11.745	0.0067004	0	0
11.778	0.0067322	0	0
11.811	0.0069223	0	0
11.845	0.0072365	0	0
11.878	0.0073737	0	0
11.911	0.0069205	0	0
11.945	0.0071982	0	0
11.978	0.0077836	0	0
12.012	0.0075543	0	0
12.045	0.0074183	0	0
12.078	0.0078036	0	0
12.112	0.0077350	0	0
12.145	0.0073795	0	0
12.178	0.0077104	0	0
12.212	0.0080921	0	0
12.245	0.0081448	0	0
12.278	0.0080592	0	0
12.312	0.0079348	0	0
12.345	0.0076788	0	0
12.379	0.0073221	0	0
12.412	0.0070682	0	0
12.445	0.0075218	0	0
12.479	0.0074606	0	0
12.512	0.0072474	0	0
12.545	0.0075725	0	0
12.579	0.0076247	0	0
