time	rmse	false positive	false negative
4.971	0.011774	0	0
5.005	0.011774	0	0
5.038	0.011774	0	0
5.071	0.009185	0	0
5.105	0.008216	0	0
5.138	0.008407	0	0
5.171	0.008619	0	0
5.205	0.008770	0	0
5.238	0.008735	0	0
5.271	0.009499	0	0
5.305	0.009244	0	0
5.338	0.009417	0	0
5.372	0.009120	0	0
5.405	0.009124	0	0
5.438	0.009009	0	0
5.472	0.009266	0	0
5.505	0.009204	0	0
5.538	0.009571	0	0
5.572	0.009711	0	0
5.605	0.009809	0	0
5.638	0.009951	0	0
5.672	0.010131	0	0
5.705	0.009972	0	0
5.739	0.010222	0	0
5.772	0.009992	0	0
5.805	0.009926	0	0
5.839	0.010129	0	0
5.872	0.010206	0	0
5.905	0.010208	0	0
5.939	0.010793	0	0
5.972	0.010920	0	0
6.006	0.010803	0	0
6.039	0.011100	0	0
6.072	0.010030	0	0
6.106	0.008573	0	0
6.139	0.009557	0	0
6.172	0.010104	0	0
6.206	0.010368	0	0
6.239	0.011685	0	0
6.272	0.012812	0	0
6.306	0.011347	0	0
6.339	0.011190	0	0
6.373	0.012387	0	0
6.406	0.015879	0	0
6.439	0.020226	0	0
6.473	0.023296	0	0
6.506	0.033608	0	0
6.539	0.045045	0	0
6.573	0.055320	0	0
6.606	0.065029	0	0
6.639	0.076092	0	0
6.673	0.078834	0	0
6.706	0.078898	0	0
6.740	0.078982	0	0
6.773	0.078763	0	0
6.806	0.079075	0	0
6.840	0.079531	0	0
6.873	0.081352	0	0
6.906	0.080715	0	0
6.940	0.080052	0	0
6.973	0.079616	0	0
7.007	0.078150	0	0
7.040	0.073947	0	0
7.073	0.069649	0	0
7.107	0.063200	0	0
7.140	0.055280	1	0
7.173	0.048242	1	0
7.207	0.042858	1	0
7.240	0.038389	0	0
7.273	0.036351	0	0
7.307	0.035718	0	0
7.340	0.034979	0	0
7.374	0.033878	0	0
7.407	0.034112	0	0
7.440	0.040288	0	0
7.474	0.049207	0	0
7.507	0.057014	0	0
7.540	0.063999	0	0
7.574	0.070474	0	0
7.607	0.071818	0	0
7.640	0.070363	0	0
7.674	0.069701	0	0
7.707	0.069981	0	0
7.741	0.070458	0	0
7.774	0.068579	0	0
7.807	0.062566	0	0
7.841	0.056238	1	0
7.874	0.049456	1	0
7.907	0.042662	1	0
7.941	0.036825	0	0
7.974	0.034205	0	0
8.008	0.031741	0	0
8.041	0.029656	0	0
8.074	0.026673	0	0
8.108	0.023398	0	0
8.141	0.021093	0	0
8.174	0.019163	0	0
8.208	0.017354	0	0
8.241	0.016492	0	0
8.274	0.015938	0	0
8.308	0.015138	0	0
8.341	0.014857	0	0
8.375	0.013026	0	0
8.408	0.012976	0	0
8.441	0.015287	0	0
8.475	0.017979	0	0
8.508	0.020987	0	0
8.541	0.025196	0	0
8.575	0.027365	0	0
8.608	0.026556	0	0
8.641	0.024889	0	0
8.675	0.022226	0	0
8.708	0.020647	0	0
8.742	0.020103	0	0
8.775	0.020247	0	0
8.808	0.021876	0	0
8.842	0.023524	0	0
8.875	0.024221	0	0
8.908	0.023402	0	0
8.942	0.023678	0	0
8.975	0.020994	0	0
9.009	0.017579	0	0
9.042	0.015046	0	0
9.075	0.017356	0	0
9.109	0.023932	0	0
9.142	0.035487	0	0
9.175	0.049773	0	0
9.209	0.064280	0	0
9.242	0.074439	0	0
9.275	0.080204	0	0
9.309	0.083344	0	0
9.342	0.085278	0	0
9.376	0.086404	0	0
9.409	0.087397	0	0
9.442	0.087565	0	0
9.476	0.087939	0	0
9.509	0.087587	0	0
9.542	0.086492	0	0
9.576	0.086020	0	0
9.609	0.084216	0	0
9.642	0.080632	1	0
9.676	0.072831	1	0
9.709	0.063804	1	0
9.743	0.053963	1	0
9.776	0.045514	1	0
9.809	0.037750	0	0
9.843	0.033772	0	0
9.876	0.030363	0	0
9.909	0.028541	0	0
9.943	0.029262	0	0
9.976	0.034818	0	0
10.010	0.041668	0	0
10.043	0.048280	0	0
10.076	0.050886	0	0
10.110	0.051158	0	0
10.143	0.046457	0	0
10.176	0.040040	0	0
10.210	0.034485	0	0
10.243	0.030601	0	0
10.276	0.026115	0	0
10.310	0.021661	0	0
10.343	0.018873	0	0
10.377	0.016902	0	0
10.410	0.016400	0	0
10.443	0.019210	0	0
10.477	0.024718	0	0
10.510	0.032864	0	1
10.543	0.041794	0	0
10.577	0.048731	0	0
10.610	0.050721	0	0
10.643	0.050538	0	0
10.677	0.047278	0	0
10.710	0.042758	0	0
10.744	0.039392	0	0
10.777	0.036909	0	0
10.810	0.033907	0	0
10.844	0.029955	0	0
10.877	0.025136	0	0
10.910	0.020491	0	0
10.944	0.016917	0	0
10.977	0.014896	0	0
11.011	0.014347	0	0
11.044	0.014498	0	0
11.077	0.015184	0	0
11.111	0.016249	0	0
11.144	0.015905	0	0
11.177	0.014827	0	0
11.211	0.014617	0	0
11.244	0.014029	0	0
11.277	0.013684	0	0
11.311	0.013473	0	0
11.344	0.013663	0	0
11.378	0.013497	0	0
11.411	0.012752	0	0
11.444	0.011838	0	0
11.478	0.011398	0	0
11.511	0.011148	0	0
11.544	0.012480	0	0
11.578	0.017537	0	0
11.611	0.023527	0	0
11.644	0.032228	0	1
11.678	0.042079	0	0
11.711	0.050613	0	0
11.745	0.056042	0	0
11.778	0.060249	0	0
11.811	0.059012	0	0
11.845	0.054991	0	0
11.878	0.050025	0	0
11.911	0.045404	0	0
11.945	0.040935	0	0
11.978	0.039435	0	0
12.012	0.039083	0	0
12.045	0.039055	0	0
12.078	0.037799	0	0
12.112	0.035751	0	0
12.145	0.034812	0	0
12.178	0.036847	0	0
12.212	0.041344	1	0
12.245	0.047460	1	0
12.278	0.055233	1	0
12.312	0.061024	1	0
12.345	0.063571	1	0
12.379	0.063511	1	0
12.412	0.061727	1	0
12.445	0.057988	1	0
12.479	0.052433	1	0
12.512	0.045547	1	0
12.545	0.038864	0	0
12.579	0.033139	0	0
12.612	0.028969	0	0
12.645	0.028259	0	0
12.679	0.030216	0	0
12.712	0.032936	0	0
12.746	0.040063	0	0
12.779	0.048625	0	0
12.812	0.057666	0	0
12.846	0.064760	0	0
12.879	0.070539	0	0
12.912	0.072508	0	0
12.946	0.071552	0	0
12.979	0.069034	0	0
13.013	0.065986	0	0
13.046	0.064253	0	0
13.079	0.062839	0	0
13.113	0.062994	0	0
13.146	0.063633	0	0
13.179	0.065896	0	0
13.213	0.066917	0	0
13.246	0.067576	0	0
13.279	0.066631	0	0
13.313	0.065783	0	0
13.346	0.064312	0	0
13.380	0.062288	0	0
13.413	0.059889	0	0
13.446	0.058385	0	0
13.480	0.055503	0	0
13.513	0.053755	0	0
13.546	0.052476	0	0
13.580	0.050873	0	0
13.613	0.049199	0	0
13.646	0.048041	0	0
13.680	0.046804	0	0
13.713	0.046182	0	0
13.747	0.045046	0	0
13.780	0.044224	0	0
13.813	0.042955	0	0
13.847	0.041665	0	0
13.880	0.040896	0	0
13.913	0.041419	0	0
13.947	0.041670	0	0
13.980	0.042822	0	0
14.014	0.044125	0	0
14.047	0.045278	0	0
14.080	0.047168	0	0
14.114	0.048951	0	0
14.147	0.050670	0	0
14.180	0.051102	0	0
14.214	0.051148	0	0
14.247	0.051317	0	0
14.280	0.052025	0	0
14.314	0.051917	0	0
14.347	0.049203	0	0
14.381	0.048438	0	0
14.414	0.046155	0	0
14.447	0.042858	1	0
14.481	0.039769	0	0
14.514	0.039629	0	0
14.547	0.037375	0	0
14.581	0.034483	0	0
14.614	0.032185	0	0
14.647	0.029916	0	0
14.681	0.027415	0	0
14.714	0.024987	0	0
14.748	0.023297	0	0
14.781	0.021240	0	0
14.814	0.019567	0	0
14.848	0.018058	0	0
14.881	0.016632	0	0
14.914	0.015299	0	0
14.948	0.014536	0	0
14.981	0.013429	0	0
15.015	0.012697	0	0
15.048	0.012344	0	0
15.081	0.012078	0	0
15.115	0.012242	0	0
15.148	0.012753	0	0
15.181	0.013063	0	0
15.215	0.013187	0	0
15.248	0.013295	0	0
15.281	0.012779	0	0
15.315	0.011756	0	0
15.348	0.011457	0	0
15.382	0.011284	0	0
15.415	0.011016	0	0
15.448	0.010514	0	0
15.482	0.011088	0	0
15.515	0.011152	0	0
15.548	0.011147	0	0
15.582	0.014993	0	0
15.615	0.022973	0	0
15.648	0.029220	0	1
15.682	0.037385	0	1
15.715	0.043931	0	0
15.749	0.045536	0	0
15.782	0.044503	0	0
15.815	0.044198	0	0
15.849	0.042433	0	0
15.882	0.040961	1	0
15.915	0.039473	0	0
15.949	0.036614	0	0
15.982	0.033165	0	0
16.016	0.028633	0	0
16.049	0.024769	0	0
16.082	0.021583	0	0
16.116	0.018686	0	0
16.149	0.015790	0	0
16.182	0.013439	0	0
16.216	0.011494	0	0
16.249	0.009522	0	0
16.282	0.007512	0	0
16.316	0.006540	0	0
16.349	0.005616	0	0
16.383	0.005001	0	0
16.416	0.004718	0	0
16.449	0.004809	0	0
16.483	0.005550	0	0
16.516	0.006144	0	0
16.549	0.007310	0	0
