time	rmse	false positive	false negative
4.988	0.016053	0	0
5.005	0.016053	0	0
5.021	0.016053	0	0
5.038	0.017241	0	0
5.055	0.018231	0	0
5.071	0.019589	0	0
5.088	0.021248	0	0
5.105	0.022190	0	0
5.121	0.022123	0	0
5.138	0.022296	0	0
5.155	0.022460	0	0
5.171	0.022862	0	0
5.188	0.024170	0	0
5.205	0.025994	0	0
5.221	0.027828	0	0
5.238	0.029015	0	0
5.255	0.029778	0	0
5.271	0.030092	0	0
5.288	0.030082	0	0
5.305	0.030003	0	0
5.321	0.030057	0	0
5.338	0.030398	0	0
5.355	0.030532	0	0
5.372	0.030830	0	0
5.388	0.030620	0	0
5.405	0.029862	0	0
5.422	0.028915	0	0
5.438	0.027427	0	0
5.455	0.025717	0	0
5.472	0.024095	0	0
5.488	0.022697	0	0
5.505	0.021234	0	0
5.522	0.020705	0	0
5.538	0.019897	0	0
5.555	0.019083	0	0
5.572	0.018699	0	0
5.588	0.018488	0	0
5.605	0.018020	0	0
5.622	0.017250	0	0
5.638	0.017217	0	0
5.655	0.016386	0	0
5.672	0.015859	0	0
5.689	0.015141	0	0
5.705	0.014684	0	0
5.722	0.013790	0	0
5.739	0.013875	0	0
5.755	0.013185	0	0
5.772	0.012409	0	0
5.789	0.011655	0	0
5.805	0.012311	0	0
5.822	0.011833	0	0
5.839	0.011880	0	0
5.855	0.012315	0	0
5.872	0.013066	0	0
5.889	0.012477	0	0
5.905	0.012793	0	0
5.922	0.013199	0	0
5.939	0.013208	0	0
5.955	0.013702	0	0
5.972	0.013324	0	0
5.989	0.013374	0	0
6.006	0.013758	0	0
6.022	0.013604	0	0
6.039	0.012887	0	0
6.056	0.012930	0	0
6.072	0.012477	0	0
6.089	0.011676	0	0
6.106	0.011387	0	0
6.122	0.011575	0	0
6.139	0.012080	0	0
6.156	0.011840	0	0
6.172	0.011874	0	0
6.189	0.011639	0	0
6.206	0.012006	0	0
6.222	0.011576	0	0
6.239	0.012199	0	0
6.256	0.011911	0	0
6.272	0.012274	0	0
6.289	0.012087	0	0
6.306	0.012867	0	0
6.322	0.012320	0	0
6.339	0.012409	0	0
6.356	0.012458	0	0
6.373	0.012368	0	0
6.389	0.011448	0	0
6.406	0.011863	0	0
6.423	0.011621	0	0
6.439	0.011995	0	0
6.456	0.012571	0	0
6.473	0.013462	0	0
6.489	0.013957	0	0
6.506	0.014172	0	0
6.523	0.013704	0	0
6.539	0.012537	0	0
6.556	0.012039	0	0
6.573	0.011322	0	0
6.589	0.011397	0	0
6.606	0.011579	0	0
6.623	0.011853	0	0
6.639	0.011429	0	0
6.656	0.011474	0	0
6.673	0.011556	0	0
6.690	0.011814	0	0
6.706	0.011751	0	0
6.723	0.012881	0	0
6.740	0.013038	0	0
6.756	0.013144	0	0
6.773	0.013401	0	0
6.790	0.013095	0	0
6.806	0.012345	0	0
6.823	0.011942	0	0
6.840	0.011520	0	0
6.856	0.011387	0	0
6.873	0.011281	0	0
6.890	0.011100	0	0
6.906	0.011310	0	0
6.923	0.011706	0	0
6.940	0.011377	0	0
6.956	0.012301	0	0
6.973	0.012944	0	0
6.990	0.013215	0	0
7.007	0.013221	0	0
7.023	0.012680	0	0
7.040	0.012123	0	0
7.057	0.011567	0	0
7.073	0.011576	0	0
7.090	0.012175	0	0
7.107	0.012510	0	0
7.123	0.012962	0	0
7.140	0.013113	0	0
7.157	0.012668	0	0
7.173	0.012049	0	0
7.190	0.012323	0	0
7.207	0.012177	0	0
7.223	0.011925	0	0
7.240	0.012193	0	0
7.257	0.011614	0	0
7.273	0.011007	0	0
7.290	0.010658	0	0
7.307	0.010975	0	0
7.323	0.010757	0	0
7.340	0.011694	0	0
7.357	0.011814	0	0
7.374	0.011643	0	0
7.390	0.010737	0	0
7.407	0.011307	0	0
7.424	0.010462	0	0
7.440	0.010460	0	0
7.457	0.010603	0	0
7.474	0.011424	0	0
7.490	0.011390	0	0
7.507	0.012234	0	0
7.524	0.013000	0	0
7.540	0.013103	0	0
7.557	0.013119	0	0
7.574	0.012966	0	0
7.590	0.012157	0	0
7.607	0.012222	0	0
7.624	0.012504	0	0
7.640	0.012703	0	0
7.657	0.012150	0	0
7.674	0.012148	0	0
7.691	0.012421	0	0
7.707	0.012825	0	0
7.724	0.012918	0	0
7.741	0.013135	0	0
7.757	0.013196	0	0
7.774	0.012414	0	0
7.791	0.012010	0	0
7.807	0.011704	0	0
7.824	0.012222	0	0
7.841	0.012511	0	0
7.857	0.012893	0	0
7.874	0.013621	0	0
7.891	0.013621	0	0
7.907	0.013429	0	0
7.924	0.013441	0	0
7.941	0.013622	0	0
7.957	0.012729	0	0
7.974	0.012420	0	0
7.991	0.012189	0	0
8.008	0.011846	0	0
8.024	0.011116	0	0
8.041	0.011593	0	0
8.058	0.012002	0	0
