0,0.029469548
0.27,0.029469548
0.53,0.029469548
0.8,0.029469548
1.06,0.029469548
1.33,0.029469548
1.59,0.147347741
1.86,0.147347741
2.12,0.21611002
2.39,0.304518664
2.66,0.451866405
2.92,0.638506876
3.19,0.893909627
3.45,0.962671906
3.72,0.992141454
3.98,1.257367387
4.25,1.385068762
4.52,1.385068762
4.78,1.385068762
5.05,1.385068762
5.31,1.385068762
5.58,1.385068762
5.84,1.385068762
6.11,1.385068762
6.37,1.385068762
6.64,1.424361493
6.91,1.571709234
7.17,1.728880157
7.42,1.856581532
7.69,1.984282908
7.95,2.121807466
8.22,2.465618861
8.48,2.465618861
8.75,2.465618861
9.02,2.465618861
9.28,2.465618861
9.55,2.465618861
9.81,2.465618861
10.08,2.465618861
10.34,2.465618861
10.61,2.465618861
10.87,2.465618861
11.14,2.465618861
11.41,2.465618861
11.67,2.465618861
11.94,2.465618861
12.2,2.465618861
12.47,2.465618861
12.73,2.465618861
13,2.465618861
13.27,2.465618861
13.53,2.465618861
13.8,2.465618861
14.06,2.514734774
14.33,2.554027505
14.59,2.554027505
14.86,2.554027505
15.12,2.554027505
15.39,2.554027505
15.66,2.554027505
15.91,2.554027505
16.17,2.701375246
16.44,2.878192534
16.7,3.035363458
16.97,3.202357564
17.23,3.310412574
17.5,3.349705305
17.77,3.379174853
18.03,3.388998035
18.3,3.388998035
18.56,3.388998035
18.83,3.388998035
19.09,3.388998035
19.36,3.388998035
19.62,3.408644401
19.89,3.408644401
20.16,3.408644401
20.42,3.447937132
20.69,3.516699411
20.95,3.634577603
21.22,3.791748527
21.48,3.821218075
21.75,3.821218075
22.02,3.821218075
22.28,3.84086444
22.55,3.889980354
22.81,3.978388998
23.08,4.047151277
23.34,4.16502947
23.61,4.16502947
23.88,4.16502947
24.14,4.16502947
24.41,4.16502947
24.67,4.16502947
24.94,4.16502947
25.2,4.16502947
25.47,4.16502947
25.73,4.16502947
25.98,4.16502947
26.25,4.16502947
26.52,4.16502947
26.78,4.16502947
27.05,4.16502947
27.31,4.282907662
27.58,4.685658153
27.84,4.882121807
28.11,5.068762279
28.37,5.068762279
28.64,4.862475442
28.89,4.724950884
29.16,4.724950884
29.42,4.724950884
29.69,4.685658153
29.95,4.597249509
30.22,4.479371316
30.47,4.440078585
30.73,4.390962672
31,4.381139489
31.27,4.371316306
31.53,4.371316306
31.8,4.371316306
32.06,4.371316306
32.33,4.371316306
32.59,4.371316306
32.86,4.371316306
33.12,4.371316306
33.39,4.341846758
33.66,4.292730845
33.92,4.833005894
34.19,5.736738703
34.45,6.257367387
34.72,6.326129666
34.98,6.326129666
35.25,6.277013752
35.52,6.26719057
35.78,6.227897839
36.05,6.011787819
36.3,5.825147348
36.56,5.785854617
36.83,5.776031434
37.09,5.618860511
37.36,5.451866405
37.62,5.353634578
37.89,5.245579568
38.16,5.088408644
38.42,4.921414538
38.69,4.813359528
38.95,4.803536346
39.22,4.803536346
39.48,4.803536346
39.75,4.803536346
40.02,4.803536346
40.28,4.803536346
40.55,4.803536346
40.81,4.803536346
41.08,4.803536346
41.33,4.695481336
41.59,4.646365422
41.86,4.567779961
42.12,4.508840864
42.39,4.489194499
42.66,4.430255403
42.92,4.263261297
43.19,4.223968566
43.45,4.2043222
43.72,3.988212181
43.98,3.801571709
44.25,3.713163065
44.52,3.565815324
44.78,3.330058939
45.05,3.231827112
45.3,3.15324165
45.56,3.15324165
45.83,3.15324165
46.09,3.15324165
46.36,3.15324165
46.62,3.15324165
46.89,3.15324165
47.16,3.15324165
47.42,3.15324165
47.69,3.15324165
47.95,3.15324165
48.22,3.15324165
48.47,3.280943026
48.73,3.457760314
49,3.487229862
49.27,3.487229862
49.53,3.487229862
49.8,3.487229862
50.06,3.438113949
50.33,3.379174853
50.59,3.408644401
50.86,3.870333988
51.13,4.037328094
