time	block	discomfort	scaled discomfort
0.000	Don't blink	0.2062868	0.2444703
0.266	Don't blink	0.2062868	0.2444703
0.531	Don't blink	0.2062868	0.2444703
0.797	Don't blink	0.2062868	0.2444703
1.062	Don't blink	0.2062868	0.2444703
1.328	Don't blink	0.2062868	0.2444703
1.578	Don't blink	0.2062868	0.2444703
1.844	Don't blink	0.2062868	0.2444703
2.109	Don't blink	0.2062868	0.2444703
2.375	Don't blink	0.2062868	0.2444703
2.641	Don't blink	0.2062868	0.2444703
2.906	Don't blink	0.2062868	0.2444703
3.172	Don't blink	0.2062868	0.2444703
3.437	Don't blink	0.2062868	0.2444703
3.703	Don't blink	0.2062868	0.2444703
3.969	Don't blink	0.2062868	0.2444703
4.234	Don't blink	0.2062868	0.2444703
4.500	Don't blink	0.2161100	0.2561118
4.766	Don't blink	0.2554028	0.3026775
5.031	Don't blink	0.3438114	0.4074505
5.297	Don't blink	0.7662083	0.9080326
5.562	Don't blink	0.9823183	1.1641444
5.828	Don't blink	1.2377210	1.4668219
6.094	Don't blink	1.2966601	1.5366705
6.359	Don't blink	1.2966601	1.5366705
6.625	Don't blink	1.2966601	1.5366705
6.891	Don't blink	1.2966601	1.5366705
7.156	Don't blink	1.2966601	1.5366705
7.422	Don't blink	1.2966601	1.5366705
7.687	Don't blink	1.3261297	1.5715949
7.953	Don't blink	1.4538310	1.7229336
8.219	Don't blink	1.4734774	1.7462165
8.484	Don't blink	1.4734774	1.7462165
8.750	Don't blink	1.6994106	2.0139697
9.016	Don't blink	1.8074656	2.1420256
9.281	Don't blink	2.0039293	2.3748545
9.547	Don't blink	2.1414538	2.5378347
9.797	Don't blink	2.2298625	2.6426077
10.062	Don't blink	2.3772102	2.8172293
10.328	Don't blink	2.5442043	3.0151339
10.578	Don't blink	2.6620825	3.1548312
10.844	Don't blink	2.7996071	3.3178114
11.109	Don't blink	2.9174853	3.4575087
11.375	Don't blink	3.0353635	3.5972061
11.641	Don't blink	3.1335953	3.7136205
11.906	Don't blink	3.1630648	3.7485448
12.172	Don't blink	3.2612967	3.8649593
12.437	Don't blink	3.3104126	3.9231665
12.703	Don't blink	3.3595285	3.9813737
12.969	Don't blink	3.3988212	4.0279395
13.234	Don't blink	3.5166994	4.1676368
13.500	Don't blink	3.6640472	4.3422584
13.766	Don't blink	3.7917485	4.4935972
14.031	Don't blink	3.9489194	4.6798603
14.297	Don't blink	4.0471513	4.7962747
14.562	Don't blink	4.1552063	4.9243306
14.828	Don't blink	4.2534381	5.0407451
15.094	Don't blink	4.2632613	5.0523865
15.359	Don't blink	4.2632613	5.0523865
15.625	Don't blink	4.2730845	5.0640279
15.891	Don't blink	4.2829077	5.0756694
16.156	Don't blink	4.4400786	5.2619325
16.422	Don't blink	4.7151277	5.5878929
16.687	Don't blink	4.8624754	5.7625146
16.953	Don't blink	5.1964637	6.1583236
17.219	Don't blink	5.3438114	6.3329453
17.484	Don't blink	5.3438114	6.3329453
17.750	Don't blink	5.3831041	6.3795111
18.016	Don't blink	5.6385069	6.6821886
18.281	Don't blink	5.7858546	6.8568102
18.547	Don't blink	5.9430255	7.0430733
18.812	Don't blink	6.0609037	7.1827707
19.078	Don't blink	6.1787819	7.3224680
19.344	Don't blink	6.2868369	7.4505239
19.609	Don't blink	6.3654224	7.5436554
19.875	Don't blink	6.4931238	7.6949942
20.141	Don't blink	6.5913556	7.8114086
20.406	Don't blink	6.6404715	7.8696158
20.672	Don't blink	6.6797642	7.9161816
20.937	Don't blink	6.8467583	8.1140861
21.203	Don't blink	7.0825147	8.3934808
21.469	Don't blink	7.2298625	8.5681024
21.734	Don't blink	7.2593320	8.6030268
22.000	Don't blink	7.2593320	8.6030268
22.266	Don't blink	7.2593320	8.6030268
22.531	Don't blink	7.2593320	8.6030268
22.797	Don't blink	7.2789784	8.6263097
23.062	Don't blink	7.2789784	8.6263097
23.328	Don't blink	7.2789784	8.6263097
23.578	Don't blink	7.2789784	8.6263097
23.844	Don't blink	7.2789784	8.6263097
24.109	Don't blink	7.2789784	8.6263097
24.375	Don't blink	7.2789784	8.6263097
24.641	Don't blink	7.2789784	8.6263097
24.906	Don't blink	7.2789784	8.6263097
25.172	Don't blink	7.2789784	8.6263097
25.437	Don't blink	7.2789784	8.6263097
25.703	Don't blink	7.2789784	8.6263097
25.969	Don't blink	7.2789784	8.6263097
26.234	Don't blink	7.2789784	8.6263097
26.500	Don't blink	7.2789784	8.6263097
26.766	Don't blink	7.2789784	8.6263097
27.031	Don't blink	7.2789784	8.6263097
27.297	Don't blink	7.2789784	8.6263097
27.562	Don't blink	7.2789784	8.6263097
27.828	Don't blink	7.2789784	8.6263097
28.094	Don't blink	7.3673870	8.7310827
28.359	Don't blink	7.4459725	8.8242142
28.625	Don't blink	7.5245580	8.9173457
28.891	Don't blink	7.6129666	9.0221187
29.156	Don't blink	7.7996071	9.2433062
29.422	Don't blink	7.9174853	9.3830035
29.672	Don't blink	7.9960707	9.4761350
29.937	Don't blink	8.0550098	9.5459837
30.203	Don't blink	8.1237721	9.6274738
30.469	Don't blink	8.1728880	9.6856810
30.734	Don't blink	8.1728880	9.6856810
31.000	Don't blink	8.1728880	9.6856810
31.266	Don't blink	8.1728880	9.6856810
31.531	Don't blink	8.1728880	9.6856810
31.797	Don't blink	8.1728880	9.6856810
32.062	Don't blink	8.1728880	9.6856810
32.328	Don't blink	8.1728880	9.6856810
32.578	Don't blink	8.1728880	9.6856810
32.844	Don't blink	8.1728880	9.6856810
33.109	Don't blink	8.1728880	9.6856810
33.375	Don't blink	8.1728880	9.6856810
33.641	Don't blink	8.1728880	9.6856810
33.906	Don't blink	8.1728880	9.6856810
34.172	Don't blink	8.1728880	9.6856810
34.437	Don't blink	8.1728880	9.6856810
34.703	Don't blink	8.1728880	9.6856810
