time	block	discomfort	scaled discomfort
0.000	Don't blink	0.0884086	0.1382488
0.250	Don't blink	0.0884086	0.1382488
0.500	Don't blink	0.0884086	0.1382488
0.750	Don't blink	0.0884086	0.1382488
1.000	Don't blink	0.0884086	0.1382488
1.250	Don't blink	0.0884086	0.1382488
1.500	Don't blink	0.0884086	0.1382488
1.750	Don't blink	0.0884086	0.1382488
2.000	Don't blink	0.0884086	0.1382488
2.250	Don't blink	0.1080550	0.1689708
2.500	Don't blink	0.2161100	0.3379416
2.750	Don't blink	0.6188605	0.9677419
3.000	Don't blink	1.7288802	2.7035330
3.250	Don't blink	1.7288802	2.7035330
3.500	Don't blink	1.7288802	2.7035330
3.750	Don't blink	1.7878193	2.7956989
4.016	Don't blink	1.8565815	2.9032258
4.266	Don't blink	1.7190570	2.6881720
4.516	Don't blink	1.7190570	2.6881720
4.766	Don't blink	1.7190570	2.6881720
5.016	Don't blink	1.7190570	2.6881720
5.266	Don't blink	1.7190570	2.6881720
5.516	Don't blink	1.7190570	2.6881720
5.766	Don't blink	1.7190570	2.6881720
6.016	Don't blink	1.7190570	2.6881720
6.266	Don't blink	1.7190570	2.6881720
6.516	Don't blink	1.7190570	2.6881720
6.766	Don't blink	1.7190570	2.6881720
7.016	Don't blink	1.7190570	2.6881720
7.266	Don't blink	1.7190570	2.6881720
7.516	Don't blink	1.7190570	2.6881720
7.782	Don't blink	1.7190570	2.6881720
8.032	Don't blink	1.7190570	2.6881720
8.282	Don't blink	1.7190570	2.6881720
8.532	Don't blink	1.7190570	2.6881720
8.782	Don't blink	1.7190570	2.6881720
9.032	Don't blink	1.7190570	2.6881720
9.282	Don't blink	1.7190570	2.6881720
9.532	Don't blink	1.7190570	2.6881720
9.782	Don't blink	1.7190570	2.6881720
10.032	Don't blink	1.7190570	2.6881720
10.282	Don't blink	1.7190570	2.6881720
10.532	Don't blink	1.7190570	2.6881720
10.782	Don't blink	1.7190570	2.6881720
11.032	Don't blink	1.7190570	2.6881720
11.282	Don't blink	1.7190570	2.6881720
11.532	Don't blink	1.7190570	2.6881720
11.797	Don't blink	1.7190570	2.6881720
12.047	Don't blink	1.9646365	3.0721966
12.297	Don't blink	2.4754420	3.8709677
12.547	Don't blink	3.0058939	4.7004608
12.797	Don't blink	3.0058939	4.7004608
13.047	Don't blink	3.0058939	4.7004608
13.297	Don't blink	3.0058939	4.7004608
13.547	Don't blink	3.0058939	4.7004608
13.797	Don't blink	3.0058939	4.7004608
14.047	Don't blink	3.0058939	4.7004608
14.297	Don't blink	3.0058939	4.7004608
14.547	Don't blink	3.0058939	4.7004608
14.797	Don't blink	3.0058939	4.7004608
15.047	Don't blink	3.0058939	4.7004608
15.297	Don't blink	3.0058939	4.7004608
15.547	Don't blink	3.0058939	4.7004608
15.813	Don't blink	3.0058939	4.7004608
16.063	Don't blink	3.0058939	4.7004608
16.313	Don't blink	3.0058939	4.7004608
16.563	Don't blink	3.0058939	4.7004608
16.813	Don't blink	3.0058939	4.7004608
17.063	Don't blink	3.0058939	4.7004608
17.313	Don't blink	3.0058939	4.7004608
17.563	Don't blink	3.0058939	4.7004608
17.813	Don't blink	3.0058939	4.7004608
18.063	Don't blink	3.0058939	4.7004608
18.313	Don't blink	3.0058939	4.7004608
18.563	Don't blink	3.0058939	4.7004608
18.813	Don't blink	3.0058939	4.7004608
19.063	Don't blink	3.0058939	4.7004608
19.313	Don't blink	3.0058939	4.7004608
19.563	Don't blink	3.0058939	4.7004608
19.829	Don't blink	3.0058939	4.7004608
20.079	Don't blink	3.0058939	4.7004608
20.329	Don't blink	3.0058939	4.7004608
20.579	Don't blink	3.0058939	4.7004608
20.829	Don't blink	3.0058939	4.7004608
21.079	Don't blink	3.0058939	4.7004608
21.329	Don't blink	3.0058939	4.7004608
21.579	Don't blink	3.0058939	4.7004608
21.829	Don't blink	3.0058939	4.7004608
22.079	Don't blink	3.0058939	4.7004608
22.329	Don't blink	3.0058939	4.7004608
22.579	Don't blink	3.0058939	4.7004608
22.829	Don't blink	3.0058939	4.7004608
23.079	Don't blink	3.0058939	4.7004608
23.329	Don't blink	3.0058939	4.7004608
23.579	Don't blink	3.0058939	4.7004608
23.844	Don't blink	3.0058939	4.7004608
24.094	Don't blink	3.0058939	4.7004608
24.344	Don't blink	3.0058939	4.7004608
24.594	Don't blink	3.0058939	4.7004608
24.844	Don't blink	3.0058939	4.7004608
25.094	Don't blink	3.0058939	4.7004608
25.344	Don't blink	3.0058939	4.7004608
25.594	Don't blink	3.0058939	4.7004608
25.844	Don't blink	3.0058939	4.7004608
26.094	Don't blink	3.0058939	4.7004608
26.344	Don't blink	3.0058939	4.7004608
26.594	Don't blink	3.0058939	4.7004608
26.844	Don't blink	3.0058939	4.7004608
27.094	Don't blink	3.0058939	4.7004608
27.344	Don't blink	3.0058939	4.7004608
27.594	Don't blink	3.0058939	4.7004608
27.860	Don't blink	3.0058939	4.7004608
28.110	Don't blink	3.0058939	4.7004608
28.360	Don't blink	3.0058939	4.7004608
28.610	Don't blink	3.0058939	4.7004608
28.860	Don't blink	3.0058939	4.7004608
29.110	Don't blink	3.0058939	4.7004608
29.360	Don't blink	3.2023576	5.0076805
29.610	Don't blink	3.6542240	5.7142857
29.860	Don't blink	3.6640472	5.7296467
30.110	Don't blink	3.6640472	5.7296467
30.360	Don't blink	3.6640472	5.7296467
30.610	Don't blink	3.6640472	5.7296467
30.860	Don't blink	3.6640472	5.7296467
31.110	Don't blink	3.6640472	5.7296467
31.360	Don't blink	3.6640472	5.7296467
