time	rmse	false positive	false negative
9.993	0.0280201	0	0
10.010	0.0280201	0	0
10.026	0.0280201	0	0
10.043	0.0291498	0	0
10.060	0.0307433	0	0
10.076	0.0335651	0	0
10.093	0.0357382	1	0
10.110	0.0366566	1	0
10.126	0.0384895	1	0
10.143	0.0388144	1	0
10.160	0.0377975	1	0
10.176	0.0381099	1	0
10.193	0.0381124	1	0
10.210	0.0374612	1	0
10.226	0.0384657	1	0
10.243	0.0396857	1	0
10.260	0.0395144	1	0
10.276	0.0411335	1	0
10.293	0.0416685	1	0
10.310	0.0419643	1	0
10.326	0.0421108	1	0
10.343	0.0432664	1	0
10.360	0.0430299	1	0
10.377	0.0429253	1	0
10.393	0.0426137	1	0
10.410	0.0417565	1	0
10.427	0.0411786	1	0
10.443	0.0395983	1	0
10.460	0.0384607	1	0
10.477	0.0372561	1	0
10.493	0.0369594	1	0
10.510	0.0364554	1	0
10.527	0.0372868	1	0
10.543	0.0370445	1	0
10.560	0.0368462	1	0
10.577	0.0372587	1	0
10.593	0.0365426	1	0
10.610	0.0354688	1	0
10.627	0.0351535	1	0
10.643	0.0342059	0	0
10.660	0.0324646	0	0
10.677	0.0315885	0	0
10.694	0.0309397	0	0
10.710	0.0307568	0	0
10.727	0.0308737	0	0
10.744	0.0318497	0	0
10.760	0.0318078	0	0
10.777	0.0316060	0	0
10.794	0.0314649	0	0
10.810	0.0315246	0	0
10.827	0.0309140	0	0
10.844	0.0310035	0	0
10.860	0.0317467	0	0
10.877	0.0319565	0	0
10.894	0.0319721	0	0
10.910	0.0320963	0	0
10.927	0.0328169	0	0
10.944	0.0335306	0	0
10.960	0.0339255	0	0
10.977	0.0343654	0	0
10.994	0.0350147	1	0
11.011	0.0346329	0	0
11.027	0.0333882	0	0
11.044	0.0328012	0	0
11.061	0.0319147	0	0
11.077	0.0306046	0	0
11.094	0.0296066	0	0
11.111	0.0288812	0	0
11.127	0.0291074	0	0
11.144	0.0291573	0	0
11.161	0.0294834	0	0
11.177	0.0288356	0	0
11.194	0.0290070	0	0
11.211	0.0275118	0	0
11.227	0.0272908	0	0
11.244	0.0279519	0	0
11.261	0.0288322	0	0
11.277	0.0292976	0	0
11.294	0.0293746	0	0
11.311	0.0286864	0	0
11.327	0.0272554	0	0
11.344	0.0265308	0	0
11.361	0.0245729	0	0
11.378	0.0237767	0	0
11.394	0.0242025	0	0
11.411	0.0243322	0	0
11.428	0.0262688	0	0
11.444	0.0283211	0	0
11.461	0.0291554	0	0
11.478	0.0286257	0	0
11.494	0.0282979	0	0
11.511	0.0261450	0	0
11.528	0.0265189	0	0
11.544	0.0268727	0	0
11.561	0.0282683	0	0
11.578	0.0282975	0	0
11.594	0.0282899	0	0
11.611	0.0267085	0	0
11.628	0.0279590	0	0
11.644	0.0275433	0	0
11.661	0.0279288	0	0
11.678	0.0282037	0	0
11.695	0.0289114	0	0
11.711	0.0286690	0	0
11.728	0.0279727	0	0
11.745	0.0280252	0	0
11.761	0.0286590	0	0
11.778	0.0282693	0	0
11.795	0.0285035	0	0
11.811	0.0288600	0	0
11.828	0.0290209	0	0
11.845	0.0291744	0	0
11.861	0.0291726	0	0
11.878	0.0289156	0	0
11.895	0.0287626	0	0
11.911	0.0279662	0	0
11.928	0.0279927	0	0
11.945	0.0284389	0	0
11.961	0.0271680	0	0
11.978	0.0273242	0	0
11.995	0.0275062	0	0
12.012	0.0277929	0	0
12.028	0.0290221	0	0
12.045	0.0295211	0	0
12.062	0.0303171	0	0
12.078	0.0317699	0	0
12.095	0.0320622	0	0
12.112	0.0315884	0	0
12.128	0.0326064	0	0
12.145	0.0322640	0	0
12.162	0.0309066	0	0
12.178	0.0312388	0	0
12.195	0.0296668	0	0
12.212	0.0283847	0	0
12.228	0.0285199	0	0
12.245	0.0303727	0	0
12.262	0.0303687	0	0
12.278	0.0319549	0	0
12.295	0.0335936	0	0
12.312	0.0334436	0	0
12.328	0.0328338	0	0
12.345	0.0324517	0	0
12.362	0.0322434	0	0
12.379	0.0313834	0	0
12.395	0.0307769	0	0
12.412	0.0304908	0	0
12.429	0.0288407	0	0
12.445	0.0277330	0	0
12.462	0.0271449	0	0
12.479	0.0270413	0	0
12.495	0.0258653	0	0
12.512	0.0267798	0	0
12.529	0.0277874	0	0
12.545	0.0277594	0	0
12.562	0.0282789	0	0
12.579	0.0292242	0	0
12.595	0.0294812	0	0
12.612	0.0286637	0	0
12.629	0.0288280	0	0
12.645	0.0287413	0	0
12.662	0.0288577	0	0
12.679	0.0289374	0	0
12.696	0.0299015	0	0
12.712	0.0306787	0	0
12.729	0.0313861	0	0
12.746	0.0318057	0	0
12.762	0.0324068	0	0
12.779	0.0319197	0	0
12.796	0.0320218	0	0
12.812	0.0327127	0	0
12.829	0.0321708	0	0
12.846	0.0320550	0	0
12.862	0.0330772	0	0
12.879	0.0334260	0	0
12.896	0.0324913	0	0
12.912	0.0332948	0	0
12.929	0.0334408	0	0
12.946	0.0328708	0	0
12.962	0.0326703	0	0
12.979	0.0331692	0	0
12.996	0.0329946	0	0
13.013	0.0332643	0	0
13.029	0.0343860	0	0
13.046	0.0342724	0	0
13.063	0.0344403	0	0
13.079	0.0342611	0	0
13.096	0.0343816	0	0
13.113	0.0336896	0	0
13.129	0.0348196	0	0
13.146	0.0345979	0	0
13.163	0.0359160	1	0
13.179	0.0370824	1	0
13.196	0.0369042	1	0
13.213	0.0354442	1	0
13.229	0.0355460	1	0
13.246	0.0346590	0	0
13.263	0.0327996	0	0
13.279	0.0338021	0	0
13.296	0.0346448	0	0
13.313	0.0356199	1	0
13.329	0.0364861	1	0
13.346	0.0377398	1	0
13.363	0.0376445	1	0
13.380	0.0385280	1	0
13.396	0.0375636	1	0
13.413	0.0370117	1	0
13.430	0.0360539	1	0
13.446	0.0355949	1	0
13.463	0.0351919	1	0
13.480	0.0362027	1	0
13.496	0.0364645	1	0
13.513	0.0376321	1	0
13.530	0.0384182	1	0
13.546	0.0383095	1	0
13.563	0.0370898	1	0
13.580	0.0374064	1	0
13.596	0.0377978	1	0
13.613	0.0377281	1	0
13.630	0.0381711	1	0
13.646	0.0390831	1	0
13.663	0.0390923	1	0
13.680	0.0383208	1	0
13.697	0.0384910	1	0
13.713	0.0385128	1	0
13.730	0.0384086	1	0
13.747	0.0373898	1	0
13.763	0.0371903	1	0
13.780	0.0371086	1	0
13.797	0.0365037	1	0
13.813	0.0358476	1	0
13.830	0.0373754	1	0
13.847	0.0378407	1	0
13.863	0.0370646	1	0
13.880	0.0367775	1	0
13.897	0.0370799	1	0
13.913	0.0363797	1	0
13.930	0.0360409	1	0
13.947	0.0362606	1	0
13.963	0.0377889	1	0
13.980	0.0382972	1	0
13.997	0.0396053	1	0
14.014	0.0408380	1	0
14.030	0.0427688	1	0
14.047	0.0427613	1	0
14.064	0.0433870	1	0
14.080	0.0429506	1	0
14.097	0.0432822	1	0
14.114	0.0416147	1	0
14.130	0.0408623	1	0
14.147	0.0399850	1	0
14.164	0.0392329	1	0
14.180	0.0365417	1	0
14.197	0.0353999	1	0
14.214	0.0341031	0	0
14.230	0.0325520	0	0
14.247	0.0300475	0	0
14.264	0.0301784	0	0
14.280	0.0285802	0	0
14.297	0.0278151	0	0
14.314	0.0277059	0	0
14.330	0.0283715	0	0
14.347	0.0278240	0	0
14.364	0.0301653	0	0
14.381	0.0304432	0	0
14.397	0.0320577	0	0
14.414	0.0332284	0	0
14.431	0.0341136	0	0
14.447	0.0327360	0	0
14.464	0.0337605	0	0
14.481	0.0319144	0	0
14.497	0.0305676	0	0
14.514	0.0305498	0	0
14.531	0.0317260	0	0
14.547	0.0302092	0	0
14.564	0.0310360	0	0
14.581	0.0319188	0	0
14.597	0.0320637	0	0
14.614	0.0321899	0	0
14.631	0.0327706	0	0
14.647	0.0316721	0	0
14.664	0.0320864	0	0
14.681	0.0321304	0	0
14.698	0.0320320	0	0
14.714	0.0330514	0	0
14.731	0.0343717	0	0
14.748	0.0340008	0	0
14.764	0.0334659	0	0
14.781	0.0331466	0	0
14.798	0.0331961	0	0
14.814	0.0326796	0	0
14.831	0.0322999	0	0
14.848	0.0334206	0	0
14.864	0.0336240	0	0
14.881	0.0328540	0	0
14.898	0.0326549	0	0
14.914	0.0331777	0	0
