time	rmse	false positive	false negative
0.967	0.0153942	1	0
1.001	0.0153942	1	0
1.034	0.0153942	1	0
1.067	0.0147679	0	0
1.101	0.0142938	0	0
1.134	0.0136380	0	0
1.167	0.0134884	0	0
1.201	0.0134976	0	0
1.234	0.0131165	0	0
1.267	0.0131784	0	0
1.301	0.0135466	0	0
1.334	0.0134692	0	0
1.368	0.0132796	0	0
1.401	0.0136735	0	0
1.434	0.0133127	0	0
1.468	0.0128835	0	0
1.501	0.0127892	0	0
1.534	0.0125119	0	0
1.568	0.0123545	0	0
1.601	0.0125049	0	0
1.634	0.0121341	0	0
1.668	0.0119654	0	0
1.701	0.0120552	0	0
1.735	0.0120816	0	0
1.768	0.0118510	0	0
1.801	0.0115982	0	0
1.835	0.0107644	0	0
1.868	0.0100972	0	0
1.901	0.0096419	0	0
1.935	0.0095543	0	0
1.968	0.0096268	0	0
2.002	0.0101903	0	0
2.035	0.0101675	0	0
2.068	0.0101994	0	0
2.102	0.0099954	0	0
2.135	0.0097490	0	0
2.168	0.0093470	0	0
2.202	0.0091460	0	0
2.235	0.0089831	0	0
2.268	0.0090788	0	0
2.302	0.0090914	0	0
2.335	0.0093549	0	0
2.369	0.0096246	0	0
2.402	0.0094734	0	0
2.435	0.0091338	0	0
2.469	0.0090456	0	0
2.502	0.0089814	0	0
2.535	0.0090542	0	0
2.569	0.0091905	0	0
2.602	0.0091723	0	0
2.635	0.0092488	0	0
2.669	0.0091928	0	0
2.702	0.0092107	0	0
2.736	0.0092042	0	0
2.769	0.0094323	0	0
2.802	0.0097462	0	0
2.836	0.0100615	0	0
2.869	0.0100417	0	0
2.902	0.0099266	0	0
2.936	0.0096436	0	0
2.969	0.0094552	0	0
3.003	0.0098031	0	0
3.036	0.0117457	0	0
3.069	0.0136305	0	0
3.103	0.0158966	0	0
3.136	0.0176096	0	0
3.169	0.0183632	0	0
3.203	0.0177660	0	0
3.236	0.0166775	0	0
3.269	0.0151479	0	0
3.303	0.0138550	0	0
3.336	0.0127777	0	0
3.370	0.0119094	0	0
3.403	0.0119718	0	0
3.436	0.0122392	0	0
3.470	0.0125297	0	0
3.503	0.0130295	0	0
3.536	0.0132114	0	0
3.570	0.0133525	0	0
3.603	0.0133600	0	0
3.636	0.0134108	0	0
3.670	0.0129517	0	0
3.703	0.0128539	0	0
3.737	0.0126219	0	0
3.770	0.0127348	0	0
3.803	0.0122723	0	0
3.837	0.0120713	0	0
3.870	0.0117322	0	0
3.903	0.0111586	0	0
3.937	0.0101347	0	0
3.970	0.0095970	0	0
4.004	0.0093792	0	0
4.037	0.0090640	0	0
4.070	0.0090181	0	0
4.104	0.0090102	0	0
4.137	0.0092228	0	0
4.170	0.0094757	0	0
4.204	0.0094519	0	0
4.237	0.0093896	0	0
4.270	0.0094577	0	0
4.304	0.0091266	0	0
4.337	0.0089237	0	0
4.371	0.0086180	0	0
4.404	0.0085837	0	0
4.437	0.0086965	0	0
4.471	0.0088657	0	0
4.504	0.0085774	0	0
4.537	0.0089682	0	0
4.571	0.0089249	0	0
4.604	0.0087262	0	0
4.637	0.0092316	0	0
4.671	0.0094178	0	0
4.704	0.0092925	0	0
4.738	0.0097525	0	0
4.771	0.0101571	0	0
4.804	0.0099946	0	0
4.838	0.0103562	0	0
4.871	0.0105062	0	0
4.904	0.0099790	0	0
4.938	0.0098949	0	0
4.971	0.0099075	0	0
5.005	0.0097980	0	0
5.038	0.0098477	0	0
5.071	0.0096645	0	0
5.105	0.0093974	0	0
5.138	0.0087924	0	0
5.171	0.0084818	0	0
5.205	0.0081637	0	0
5.238	0.0086479	0	0
5.271	0.0087361	0	0
5.305	0.0092497	0	0
5.338	0.0092850	0	0
5.372	0.0100505	0	0
5.405	0.0098670	0	0
5.438	0.0099639	0	0
5.472	0.0097411	0	0
5.505	0.0109735	0	0
5.538	0.0121577	0	0
5.572	0.0140248	0	0
5.605	0.0156434	0	0
5.638	0.0171444	0	0
5.672	0.0166572	0	0
5.705	0.0157495	0	0
5.739	0.0142606	0	0
5.772	0.0131241	0	0
5.805	0.0118263	0	0
5.839	0.0110880	0	0
5.872	0.0104449	0	0
5.905	0.0099766	0	0
5.939	0.0096080	0	0
5.972	0.0095818	0	0
6.006	0.0094284	0	0
6.039	0.0091123	0	0
6.072	0.0094062	0	0
6.106	0.0096090	0	0
6.139	0.0095417	0	0
6.172	0.0105216	0	0
6.206	0.0112001	0	0
6.239	0.0116329	0	0
6.272	0.0120571	0	0
6.306	0.0122710	0	0
6.339	0.0119419	0	0
6.373	0.0117057	0	0
6.406	0.0113709	0	0
6.439	0.0113441	0	0
6.473	0.0117952	0	0
6.506	0.0119082	0	0
6.539	0.0118457	0	0
6.573	0.0123680	0	0
6.606	0.0119382	0	0
6.639	0.0119140	0	0
6.673	0.0117919	0	0
6.706	0.0121952	0	0
6.740	0.0122814	0	0
6.773	0.0123774	0	0
6.806	0.0119965	0	0
6.840	0.0121354	0	0
6.873	0.0121963	0	0
6.906	0.0122433	0	0
6.940	0.0126518	0	0
6.973	0.0136231	0	0
7.007	0.0142154	0	0
7.040	0.0147005	0	0
7.073	0.0150772	1	0
7.107	0.0151862	1	0
7.140	0.0146708	0	0
7.173	0.0144786	0	0
7.207	0.0140860	0	0
7.240	0.0138297	0	0
7.273	0.0140050	0	0
7.307	0.0144478	0	0
7.340	0.0146855	0	0
7.374	0.0150246	1	0
7.407	0.0151434	1	0
7.440	0.0154765	1	0
7.474	0.0158586	1	0
7.507	0.0160288	1	0
7.540	0.0162558	1	0
7.574	0.0167208	1	0
7.607	0.0163680	1	0
7.640	0.0160784	1	0
7.674	0.0164783	1	0
7.707	0.0173145	1	0
7.741	0.0179895	0	0
7.774	0.0190847	0	0
7.807	0.0196432	0	0
7.841	0.0195073	0	0
7.874	0.0184428	0	0
7.907	0.0169022	0	0
7.941	0.0149762	0	0
7.974	0.0133119	0	0
8.008	0.0120854	0	0
8.041	0.0113405	0	0
8.074	0.0108005	0	0
8.108	0.0104342	0	0
8.141	0.0100498	0	0
8.174	0.0094630	0	0
8.208	0.0090546	0	0
8.241	0.0090834	0	0
8.274	0.0091808	0	0
8.308	0.0097249	0	0
8.341	0.0101159	0	0
8.375	0.0101092	0	0
8.408	0.0099862	0	0
8.441	0.0101267	0	0
8.475	0.0096616	0	0
8.508	0.0092397	0	0
8.541	0.0097765	0	0
8.575	0.0091837	0	0
8.608	0.0089785	0	0
8.641	0.0090755	0	0
8.675	0.0091973	0	0
8.708	0.0083690	0	0
8.742	0.0087691	0	0
8.775	0.0088044	0	0
8.808	0.0086935	0	0
8.842	0.0088984	0	0
8.875	0.0090033	0	0
8.908	0.0087567	0	0
8.942	0.0088751	0	0
8.975	0.0089171	0	0
9.009	0.0087573	0	0
9.042	0.0086580	0	0
9.075	0.0087373	0	0
9.109	0.0085129	0	0
9.142	0.0086985	0	0
9.175	0.0084595	0	0
9.209	0.0085294	0	0
9.242	0.0091085	0	0
9.275	0.0107600	0	0
9.309	0.0122919	0	0
9.342	0.0135715	0	0
9.376	0.0147345	0	0
9.409	0.0147523	0	0
9.442	0.0133077	0	0
9.476	0.0120996	0	0
9.509	0.0111976	0	0
9.542	0.0101753	0	0
9.576	0.0098957	0	0
9.609	0.0095519	0	0
9.642	0.0091394	0	0
9.676	0.0088714	0	0
9.709	0.0088616	0	0
9.743	0.0084586	0	0
9.776	0.0085443	0	0
9.809	0.0085585	0	0
9.843	0.0089683	0	0
9.876	0.0090196	0	0
9.909	0.0092450	0	0
9.943	0.0097056	0	0
9.976	0.0098674	0	0
10.010	0.0098970	0	0
10.043	0.0107373	0	0
10.076	0.0114172	0	0
10.110	0.0115079	0	0
10.143	0.0119774	0	0
10.176	0.0120943	0	0
10.210	0.0121290	0	0
10.243	0.0123424	0	0
10.276	0.0124338	0	0
10.310	0.0123857	0	0
10.343	0.0128680	0	0
10.377	0.0131774	0	0
10.410	0.0127315	0	0
10.443	0.0124807	0	0
10.477	0.0123364	0	0
10.510	0.0120102	0	0
10.543	0.0114304	0	0
10.577	0.0112508	0	0
10.610	0.0110687	0	0
10.643	0.0108906	0	0
10.677	0.0102451	0	0
10.710	0.0096397	0	0
10.744	0.0092943	0	0
10.777	0.0092089	0	0
10.810	0.0093487	0	0
10.844	0.0097982	0	0
10.877	0.0095428	0	0
10.910	0.0099592	0	0
10.944	0.0101870	0	0
10.977	0.0100921	0	0
11.011	0.0096935	0	0
11.044	0.0095577	0	0
11.077	0.0094395	0	0
11.111	0.0090427	0	0
11.144	0.0084612	0	0
11.177	0.0083102	0	0
11.211	0.0086253	0	0
11.244	0.0082894	0	0
11.277	0.0085251	0	0
11.311	0.0087566	0	0
11.344	0.0087736	0	0
11.378	0.0088408	0	0
11.411	0.0092191	0	0
11.444	0.0090516	0	0
11.478	0.0090020	0	0
11.511	0.0091339	0	0
11.544	0.0098135	0	0
11.578	0.0116441	0	0
11.611	0.0142949	0	0
11.644	0.0161573	0	0
11.678	0.0177903	0	0
11.711	0.0184398	0	0
11.745	0.0173501	0	0
11.778	0.0154516	1	0
11.811	0.0143068	0	0
11.845	0.0129974	0	0
11.878	0.0122713	0	0
11.911	0.0116469	0	0
11.945	0.0112967	0	0
11.978	0.0107732	0	0
12.012	0.0103037	0	0
12.045	0.0098076	0	0
12.078	0.0093336	0	0
12.112	0.0089937	0	0
12.145	0.0092374	0	0
12.178	0.0099318	0	0
12.212	0.0098792	0	0
12.245	0.0104239	0	0
12.278	0.0107248	0	0
12.312	0.0103767	0	0
12.345	0.0101530	0	0
12.379	0.0103513	0	0
12.412	0.0100789	0	0
12.445	0.0098019	0	0
12.479	0.0097699	0	0
12.512	0.0091939	0	0
12.545	0.0091346	0	0
12.579	0.0089785	0	0
12.612	0.0088732	0	0
12.645	0.0092481	0	0
12.679	0.0096746	0	0
12.712	0.0094121	0	0
12.746	0.0093076	0	0
12.779	0.0095843	0	0
12.812	0.0092011	0	0
12.846	0.0090047	0	0
12.879	0.0092485	0	0
12.912	0.0091812	0	0
12.946	0.0091241	0	0
12.979	0.0095197	0	0
13.013	0.0110071	0	0
13.046	0.0126592	0	0
13.079	0.0142681	0	0
13.113	0.0155108	0	0
13.146	0.0169280	0	0
13.179	0.0174296	0	0
13.213	0.0174774	0	0
13.246	0.0176910	0	0
13.279	0.0174604	0	0
13.313	0.0166783	1	0
13.346	0.0151205	1	0
13.380	0.0136612	0	0
13.413	0.0120656	0	0
13.446	0.0112156	0	0
13.480	0.0103946	0	0
13.513	0.0102124	0	0
13.546	0.0097437	0	0
13.580	0.0098562	0	0
13.613	0.0098313	0	0
13.646	0.0092359	0	0
13.680	0.0089231	0	0
13.713	0.0089679	0	0
13.747	0.0087039	0	0
13.780	0.0083137	0	0
13.813	0.0087583	0	0
13.847	0.0089055	0	0
13.880	0.0091506	0	0
13.913	0.0092094	0	0
13.947	0.0095703	0	0
13.980	0.0097499	0	0
14.014	0.0099792	0	0
14.047	0.0098224	0	0
14.080	0.0098889	0	0
14.114	0.0097181	0	0
14.147	0.0097314	0	0
14.180	0.0094159	0	0
14.214	0.0096450	0	0
14.247	0.0097045	0	0
14.280	0.0096866	0	0
14.314	0.0091671	0	0
14.347	0.0088695	0	0
14.381	0.0082937	0	0
14.414	0.0082382	0	0
14.447	0.0083687	0	0
14.481	0.0086514	0	0
14.514	0.0086009	0	0
14.547	0.0091990	0	0
14.581	0.0091969	0	0
14.614	0.0090022	0	0
14.647	0.0094114	0	0
14.681	0.0114654	0	0
14.714	0.0132852	0	0
14.748	0.0155563	0	0
14.781	0.0169030	0	0
14.814	0.0178104	0	0
14.848	0.0169444	0	0
14.881	0.0151304	1	0
14.914	0.0132775	0	0
14.948	0.0123994	0	0
14.981	0.0112432	0	0
15.015	0.0105058	0	0
15.048	0.0104273	0	0
15.081	0.0103849	0	0
15.115	0.0100973	0	0
15.148	0.0104077	0	0
15.181	0.0109231	0	0
15.215	0.0111364	0	0
15.248	0.0112440	0	0
15.281	0.0115074	0	0
15.315	0.0115664	0	0
15.348	0.0116346	0	0
15.382	0.0117007	0	0
15.415	0.0117678	0	0
15.448	0.0118529	0	0
15.482	0.0118295	0	0
15.515	0.0113250	0	0
15.548	0.0111443	0	0
15.582	0.0110086	0	0
15.615	0.0110565	0	0
15.648	0.0110968	0	0
15.682	0.0113508	0	0
15.715	0.0114330	0	0
15.749	0.0114484	0	0
15.782	0.0112074	0	0
15.815	0.0110220	0	0
15.849	0.0115190	0	0
15.882	0.0115698	0	0
15.915	0.0118655	0	0
15.949	0.0132594	0	0
15.982	0.0147263	0	0
16.016	0.0157430	0	0
16.049	0.0166474	0	0
16.082	0.0166039	0	0
16.116	0.0155466	0	0
16.149	0.0140120	0	0
16.182	0.0122623	0	0
16.216	0.0108103	0	0
16.249	0.0101095	0	0
16.282	0.0096081	0	0
16.316	0.0094183	0	0
16.349	0.0093559	0	0
16.383	0.0090643	0	0
16.416	0.0087447	0	0
16.449	0.0082607	0	0
16.483	0.0080585	0	0
16.516	0.0081172	0	0
16.549	0.0082696	0	0
16.583	0.0084413	0	0
16.616	0.0089657	0	0
16.649	0.0088971	0	0
16.683	0.0089918	0	0
16.716	0.0093132	0	0
16.750	0.0098300	0	0
16.783	0.0098587	0	0
16.816	0.0102093	0	0
16.850	0.0101103	0	0
16.883	0.0098746	0	0
16.916	0.0093838	0	0
16.950	0.0090561	0	0
16.983	0.0087361	0	0
17.017	0.0088298	0	0
17.050	0.0087792	0	0
17.083	0.0088505	0	0
17.117	0.0089249	0	0
17.150	0.0091053	0	0
17.183	0.0088942	0	0
17.217	0.0088341	0	0
17.250	0.0092451	0	0
17.283	0.0095524	0	0
17.317	0.0092970	0	0
17.350	0.0094992	0	0
17.384	0.0100588	0	0
17.417	0.0096322	0	0
17.450	0.0105221	0	0
17.484	0.0126396	0	0
17.517	0.0143268	0	0
17.550	0.0155520	0	0
17.584	0.0169272	0	0
17.617	0.0169318	0	0
17.650	0.0158106	0	0
17.684	0.0147642	0	0
17.717	0.0138020	0	0
17.751	0.0132515	0	0
17.784	0.0126413	0	0
17.817	0.0122010	0	0
17.851	0.0120916	0	0
17.884	0.0120730	0	0
17.917	0.0119182	0	0
17.951	0.0119961	0	0
17.984	0.0118627	0	0
18.018	0.0113832	0	0
18.051	0.0109321	0	0
18.084	0.0107930	0	0
18.118	0.0102490	0	0
18.151	0.0102812	0	0
18.184	0.0099638	0	0
18.218	0.0098040	0	0
18.251	0.0093673	0	0
18.284	0.0096356	0	0
18.318	0.0094684	0	0
18.351	0.0096089	0	0
18.385	0.0097494	0	0
18.418	0.0097372	0	0
18.451	0.0096077	0	0
18.485	0.0095813	0	0
18.518	0.0095551	0	0
18.551	0.0100606	0	0
18.585	0.0103325	0	0
18.618	0.0105158	0	0
18.651	0.0106194	0	0
18.685	0.0108365	0	0
18.718	0.0105830	0	0
18.752	0.0105394	0	0
18.785	0.0104742	0	0
18.818	0.0108588	0	0
18.852	0.0110916	0	0
18.885	0.0110967	0	0
18.918	0.0113929	0	0
18.952	0.0118107	0	0
18.985	0.0115696	0	0
19.019	0.0117814	0	0
19.052	0.0118378	0	0
19.085	0.0121461	0	0
19.119	0.0119061	0	0
19.152	0.0121620	0	0
19.185	0.0118607	0	0
19.219	0.0120609	0	0
19.252	0.0117938	0	0
19.285	0.0115651	0	0
19.319	0.0111864	0	0
19.352	0.0108325	0	0
19.386	0.0104111	0	0
19.419	0.0099277	0	0
19.452	0.0096246	0	0
19.486	0.0093799	0	0
19.519	0.0093013	0	0
19.552	0.0091770	0	0
19.586	0.0092053	0	0
19.619	0.0097602	0	0
19.652	0.0099466	0	0
19.686	0.0096505	0	0
19.719	0.0099764	0	0
19.753	0.0098751	0	0
19.786	0.0092927	0	0
19.819	0.0089930	0	0
19.853	0.0091652	0	0
19.886	0.0088346	0	0
19.919	0.0088958	0	0
19.953	0.0087775	0	0
19.986	0.0091379	0	0
20.020	0.0093315	0	0
20.053	0.0098536	0	0
20.086	0.0098835	0	0
20.120	0.0103178	0	0
20.153	0.0100939	0	0
20.186	0.0097557	0	0
20.220	0.0091774	0	0
20.253	0.0087899	0	0
20.286	0.0086598	0	0
20.320	0.0086598	0	0
20.353	0.0091820	0	0
20.387	0.0092801	0	0
20.420	0.0098927	0	0
20.453	0.0101475	0	0
20.487	0.0102345	0	0
20.520	0.0094632	0	0
20.553	0.0094041	0	0
20.587	0.0088298	0	0
20.620	0.0095128	0	0
20.653	0.0113345	0	0
20.687	0.0139959	0	0
20.720	0.0161758	0	0
20.754	0.0186408	0	0
20.787	0.0190274	0	0
20.820	0.0184761	0	0
20.854	0.0175060	0	0
20.887	0.0162282	0	0
20.920	0.0149043	0	0
20.954	0.0144632	0	0
20.987	0.0139403	0	0
21.021	0.0135494	0	0
21.054	0.0136490	0	0
21.087	0.0135143	0	0
21.121	0.0133852	0	0
21.154	0.0134000	0	0
21.187	0.0132494	0	0
21.221	0.0130965	0	0
21.254	0.0130510	0	0
21.287	0.0128614	0	0
21.321	0.0128165	0	0
21.354	0.0135162	0	0
21.388	0.0141594	0	0
21.421	0.0152344	0	0
21.454	0.0166099	0	0
21.488	0.0174691	0	0
21.521	0.0177536	0	0
21.554	0.0175966	0	0
21.588	0.0169019	0	0
21.621	0.0154557	1	0
21.654	0.0146103	0	0
21.688	0.0133855	0	0
21.721	0.0120372	0	0
21.755	0.0111821	0	0
21.788	0.0109985	0	0
21.821	0.0105806	0	0
21.855	0.0101103	0	0
21.888	0.0103764	0	0
21.921	0.0103443	0	0
21.955	0.0101682	0	0
21.988	0.0097430	0	0
22.022	0.0096116	0	0
22.055	0.0094709	0	0
22.088	0.0093146	0	0
22.122	0.0089201	0	0
22.155	0.0094547	0	0
22.188	0.0098732	0	0
22.222	0.0102015	0	0
22.255	0.0104492	0	0
22.288	0.0110680	0	0
22.322	0.0120496	0	0
22.355	0.0136493	0	0
22.389	0.0147411	0	0
22.422	0.0159675	0	0
22.455	0.0173260	0	0
22.489	0.0177383	0	0
22.522	0.0172756	0	0
22.555	0.0169822	0	0
22.589	0.0162034	0	0
22.622	0.0145579	0	0
22.655	0.0129700	0	0
22.689	0.0119004	0	0
22.722	0.0107510	0	0
22.756	0.0100604	0	0
22.789	0.0102503	0	0
22.822	0.0101301	0	0
22.856	0.0101876	0	0
22.889	0.0100118	0	0
22.922	0.0098882	0	0
22.956	0.0094409	0	0
22.989	0.0095268	0	0
23.023	0.0095404	0	0
23.056	0.0103043	0	0
23.089	0.0108363	0	0
23.123	0.0111046	0	0
23.156	0.0115689	0	0
23.189	0.0114465	0	0
23.223	0.0112341	0	0
23.256	0.0114940	0	0
23.289	0.0115969	0	0
23.323	0.0113274	0	0
23.356	0.0113399	0	0
23.390	0.0111101	0	0
23.423	0.0111934	0	0
23.456	0.0113894	0	0
23.490	0.0114660	0	0
23.523	0.0115106	0	0
23.556	0.0120656	0	0
23.590	0.0118127	0	0
23.623	0.0120106	0	0
23.656	0.0123131	0	0
23.690	0.0126705	0	0
23.723	0.0122722	0	0
23.757	0.0117362	0	0
23.790	0.0108227	0	0
23.823	0.0098526	0	0
23.857	0.0090385	0	0
23.890	0.0092911	0	0
23.923	0.0091914	0	0
23.957	0.0095300	0	0
23.990	0.0097223	0	0
24.024	0.0097060	0	0
24.057	0.0089840	0	0
24.090	0.0094438	0	0
24.124	0.0091893	0	0
24.157	0.0091980	0	0
24.190	0.0093610	0	0
24.224	0.0090493	0	0
24.257	0.0086798	0	0
24.290	0.0089474	0	0
24.324	0.0089013	0	0
24.357	0.0089094	0	0
24.391	0.0092391	0	0
24.424	0.0107156	0	0
24.457	0.0121912	0	0
24.491	0.0138323	0	0
24.524	0.0152077	0	0
24.557	0.0159161	0	0
24.591	0.0150515	0	0
24.624	0.0142524	0	0
24.657	0.0129977	0	0
24.691	0.0118016	0	0
24.724	0.0111508	0	0
24.758	0.0106391	0	0
24.791	0.0098877	0	0
24.824	0.0095205	0	0
24.858	0.0089958	0	0
24.891	0.0091868	0	0
24.924	0.0092154	0	0
24.958	0.0093249	0	0
24.991	0.0096359	0	0
25.025	0.0100214	0	0
25.058	0.0100962	0	0
25.091	0.0100560	0	0
25.125	0.0102375	0	0
25.158	0.0100055	0	0
25.191	0.0099395	0	0
25.225	0.0100038	0	0
25.258	0.0099863	0	0
25.291	0.0097420	0	0
25.325	0.0102182	0	0
25.358	0.0104142	0	0
25.392	0.0098605	0	0
25.425	0.0099651	0	0
25.458	0.0099902	0	0
25.492	0.0093177	0	0
25.525	0.0090815	0	0
25.558	0.0090085	0	0
25.592	0.0089483	0	0
25.625	0.0088837	0	0
25.658	0.0087261	0	0
25.692	0.0088031	0	0
25.725	0.0093050	0	0
25.759	0.0089078	0	0
25.792	0.0088288	0	0
25.825	0.0092041	0	0
25.859	0.0092440	0	0
25.892	0.0091374	0	0
25.925	0.0095006	0	0
25.959	0.0095477	0	0
25.992	0.0098949	0	0
26.026	0.0104334	0	0
26.059	0.0109159	0	0
26.092	0.0115373	0	0
26.126	0.0122991	0	0
26.159	0.0129694	0	0
26.192	0.0132495	0	0
26.226	0.0134518	0	0
26.259	0.0134243	0	0
26.292	0.0131980	0	0
26.326	0.0123671	0	0
26.359	0.0122413	0	0
26.393	0.0121312	0	0
26.426	0.0125167	0	0
26.459	0.0129379	0	0
26.493	0.0129596	0	0
26.526	0.0128620	0	0
26.559	0.0125949	0	0
26.593	0.0122193	0	0
26.626	0.0120678	0	0
26.659	0.0128063	0	0
26.693	0.0132343	0	0
26.726	0.0140468	0	0
26.760	0.0144289	0	0
26.793	0.0146719	0	0
26.826	0.0147511	0	0
26.860	0.0148351	0	0
26.893	0.0147328	0	0
26.926	0.0146671	0	0
26.960	0.0146927	0	0
26.993	0.0142817	0	0
27.027	0.0139431	0	0
27.060	0.0132465	0	0
27.093	0.0132688	0	0
