time lined up	block	rmse	false positive	false negative
6.126	dont	0.0082733	0	0
6.160	dont	0.0082733	0	0
6.193	dont	0.0082733	0	0
6.226	dont	0.0083439	0	0
6.260	dont	0.0083444	0	0
6.293	dont	0.0086720	0	0
6.326	dont	0.0083069	0	0
6.360	dont	0.0082543	0	0
6.393	dont	0.0080802	0	0
6.426	dont	0.0075651	0	0
6.460	dont	0.0074524	0	0
6.493	dont	0.0074196	0	0
6.527	dont	0.0073821	0	0
6.560	dont	0.0074466	0	0
6.593	dont	0.0076577	0	0
6.627	dont	0.0073141	0	0
6.660	dont	0.0075029	0	0
6.693	dont	0.0072040	0	0
6.727	dont	0.0072331	0	0
6.760	dont	0.0072132	0	0
6.793	dont	0.0075288	0	0
6.827	dont	0.0074667	0	0
6.860	dont	0.0077454	0	0
6.894	dont	0.0078923	0	0
6.927	dont	0.0081434	0	0
6.960	dont	0.0081636	0	0
6.994	dont	0.0080386	0	0
7.027	dont	0.0078755	0	0
7.060	dont	0.0080477	0	0
7.094	dont	0.0078673	0	0
7.127	dont	0.0079157	0	0
7.161	dont	0.0078557	0	0
7.194	dont	0.0077408	0	0
7.227	dont	0.0076858	0	0
7.261	dont	0.0077491	0	0
7.294	dont	0.0075183	0	0
7.327	dont	0.0076529	0	0
7.361	dont	0.0079293	0	0
7.394	dont	0.0078326	0	0
7.427	dont	0.0081484	0	0
7.461	dont	0.0081608	0	0
7.494	dont	0.0082479	0	0
7.528	dont	0.0080108	0	0
7.561	dont	0.0077948	0	0
7.594	dont	0.0072717	0	0
7.628	dont	0.0074506	0	0
7.661	dont	0.0074248	0	0
7.694	dont	0.0075805	0	0
7.728	dont	0.0077097	0	0
7.761	dont	0.0081533	0	0
7.794	dont	0.0081690	0	0
7.828	dont	0.0081367	0	0
7.861	dont	0.0080326	0	0
7.895	dont	0.0080662	0	0
7.928	dont	0.0076599	0	0
7.961	dont	0.0073684	0	0
7.995	dont	0.0074115	0	0
8.028	dont	0.0075322	0	0
8.061	dont	0.0075176	0	0
8.095	dont	0.0076107	0	0
8.128	dont	0.0078053	0	0
8.162	dont	0.0077081	0	0
8.195	dont	0.0076528	0	0
8.228	dont	0.0075499	0	0
8.262	dont	0.0077062	0	0
8.295	dont	0.0078264	0	0
8.328	dont	0.0081905	0	0
8.362	dont	0.0081789	0	0
8.395	dont	0.0086479	0	0
8.428	dont	0.0083481	0	0
8.462	dont	0.0081961	0	0
8.495	dont	0.0079836	0	0
8.529	dont	0.0079048	0	0
8.562	dont	0.0073511	0	0
8.595	dont	0.0076077	0	0
8.629	dont	0.0077045	0	0
8.662	dont	0.0075145	0	0
8.695	dont	0.0074137	0	0
8.729	dont	0.0076345	0	0
8.762	dont	0.0074736	0	0
8.795	dont	0.0074208	0	0
8.829	dont	0.0076559	0	0
8.862	dont	0.0079398	0	0
8.896	dont	0.0079801	0	0
8.929	dont	0.0080108	0	0
8.962	dont	0.0081086	0	0
8.996	dont	0.0082017	0	0
9.029	dont	0.0079216	0	0
9.062	dont	0.0080215	0	0
9.096	dont	0.0082465	0	0
9.129	dont	0.0081850	0	0
9.163	dont	0.0081883	0	0
9.196	dont	0.0087118	0	0
9.229	dont	0.0086497	0	0
9.263	dont	0.0086120	0	0
9.296	dont	0.0088413	0	0
9.329	dont	0.0086306	0	0
9.363	dont	0.0085377	0	0
9.396	dont	0.0084827	0	0
9.429	dont	0.0082171	0	0
9.463	dont	0.0081244	0	0
9.496	dont	0.0079988	0	0
9.530	dont	0.0078317	0	0
9.563	dont	0.0076977	0	0
9.596	dont	0.0076627	0	0
9.630	dont	0.0074006	0	0
9.663	dont	0.0074877	0	0
9.696	dont	0.0074205	0	0
9.730	dont	0.0075530	0	0
9.763	dont	0.0078459	0	0
9.796	dont	0.0080771	0	0
9.830	dont	0.0078570	0	0
9.863	dont	0.0077507	0	0
9.897	dont	0.0077704	0	0
9.930	dont	0.0077031	0	0
9.963	dont	0.0079898	0	0
9.997	dont	0.0080008	0	0
10.030	dont	0.0082618	0	0
10.063	dont	0.0084841	0	0
10.097	dont	0.0083805	0	0
10.130	dont	0.0079582	0	0
10.164	dont	0.0081404	0	0
10.197	dont	0.0077818	0	0
10.230	dont	0.0073763	0	0
10.264	dont	0.0075468	0	0
10.297	dont	0.0074991	0	0
10.330	dont	0.0076676	0	0
10.364	dont	0.0076555	0	0
10.397	dont	0.0076798	0	0
10.430	dont	0.0077480	0	0
10.464	dont	0.0078323	0	0
10.497	dont	0.0075811	0	0
10.531	dont	0.0079149	0	0
10.564	dont	0.0079353	0	0
10.597	dont	0.0078950	0	0
10.631	dont	0.0079109	0	0
10.664	dont	0.0081632	0	0
10.697	dont	0.0082565	0	0
10.731	dont	0.0081813	0	0
10.764	dont	0.0082591	0	0
10.797	dont	0.0083023	0	0
10.831	dont	0.0081647	0	0
10.864	dont	0.0080597	0	0
10.898	dont	0.0081706	0	0
10.931	dont	0.0079455	0	0
10.964	dont	0.0076223	0	0
10.998	dont	0.0074779	0	0
11.031	dont	0.0074624	0	0
11.064	dont	0.0074832	0	0
11.098	dont	0.0076265	0	0
11.131	dont	0.0078235	0	0
11.165	dont	0.0075196	0	0
11.198	dont	0.0075737	0	0
11.231	dont	0.0075126	0	0
11.265	dont	0.0072678	0	0
11.298	dont	0.0070181	0	0
11.331	dont	0.0072400	0	0
11.365	dont	0.0072359	0	0
11.398	dont	0.0070598	0	0
11.431	dont	0.0070616	0	0
11.465	dont	0.0072974	0	0
11.498	dont	0.0076619	0	0
11.532	dont	0.0074840	0	0
11.565	dont	0.0075642	0	0
11.598	dont	0.0074184	0	0
11.632	dont	0.0073523	0	0
11.665	dont	0.0072291	0	0
11.698	dont	0.0069757	0	0
11.732	dont	0.0069158	0	0
11.765	dont	0.0070487	0	0
11.798	dont	0.0070586	0	0
11.832	dont	0.0071680	0	0
11.865	dont	0.0071510	0	0
11.899	dont	0.0074684	0	0
11.932	dont	0.0075640	0	0
11.965	dont	0.0076116	0	0
11.999	dont	0.0074146	0	0
12.032	dont	0.0076118	0	0
12.065	dont	0.0073219	0	0
12.099	dont	0.0073659	0	0
12.132	dont	0.0074137	0	0
12.166	dont	0.0074339	0	0
12.199	dont	0.0073163	0	0
12.232	dont	0.0077127	0	0
12.266	dont	0.0074553	0	0
12.299	dont	0.0075144	0	0
12.332	dont	0.0075569	0	0
12.366	dont	0.0078363	0	0
12.399	dont	0.0079905	0	0
12.432	dont	0.0081678	0	0
12.466	dont	0.0080050	0	0
12.499	dont	0.0081475	0	0
12.533	dont	0.0082474	0	0
12.566	dont	0.0079253	0	0
12.599	dont	0.0081887	0	0
12.633	dont	0.0084424	0	0
12.666	dont	0.0084135	0	0
12.699	dont	0.0082617	0	0
12.733	dont	0.0080101	0	0
12.766	dont	0.0076693	0	0
12.799	dont	0.0073129	0	0
12.833	dont	0.0071711	0	0
12.866	dont	0.0071417	0	0
12.900	dont	0.0074664	0	0
12.933	dont	0.0075109	0	0
12.966	dont	0.0078289	0	0
13.000	dont	0.0079806	0	0
13.033	dont	0.0079247	0	0
13.066	dont	0.0075791	0	0
13.100	dont	0.0076347	0	0
13.133	dont	0.0075324	0	0
13.167	dont	0.0072523	0	0
13.200	dont	0.0074868	0	0
13.233	dont	0.0076443	0	0
13.267	dont	0.0078976	0	0
13.300	dont	0.0081241	0	0
13.333	dont	0.0086122	0	0
13.367	dont	0.0086172	0	0
13.400	dont	0.0087772	0	0
13.433	dont	0.0088187	0	0
13.467	dont	0.0086042	0	0
13.500	dont	0.0080588	0	0
13.534	dont	0.0080870	0	0
13.567	dont	0.0077955	0	0
13.600	dont	0.0074120	0	0
13.634	dont	0.0073339	0	0
13.667	dont	0.0075583	0	0
13.700	dont	0.0072754	0	0
13.734	dont	0.0074903	0	0
13.767	dont	0.0075924	0	0
13.800	dont	0.0078495	0	0
13.834	dont	0.0075300	0	0
13.867	dont	0.0078753	0	0
13.901	dont	0.0077222	0	0
13.934	dont	0.0076815	0	0
13.967	dont	0.0074770	0	0
14.001	dont	0.0077237	0	0
14.034	dont	0.0076693	0	0
14.067	dont	0.0077372	0	0
14.101	dont	0.0079419	0	0
14.134	dont	0.0078688	0	0
14.168	dont	0.0080331	0	0
14.201	dont	0.0076527	0	0
14.234	dont	0.0078697	0	0
14.268	dont	0.0076967	0	0
14.301	dont	0.0077427	0	0
14.334	dont	0.0076824	0	0
14.368	dont	0.0077286	0	0
14.401	dont	0.0076660	0	0
14.434	dont	0.0074667	0	0
14.468	dont	0.0075742	0	0
14.501	dont	0.0071886	0	0
14.535	dont	0.0071475	0	0
14.568	dont	0.0068917	0	0
14.601	dont	0.0070797	0	0
14.635	dont	0.0069106	0	0
14.668	dont	0.0072633	0	0
14.701	dont	0.0076615	0	0
14.735	dont	0.0077508	0	0
14.768	dont	0.0080965	0	0
14.801	dont	0.0082645	0	0
14.835	dont	0.0083040	0	0
14.868	dont	0.0081632	0	0
14.902	dont	0.0083010	0	0
14.935	dont	0.0081566	0	0
14.968	dont	0.0080293	0	0
15.002	dont	0.0079430	0	0
15.035	dont	0.0078843	0	0
15.068	dont	0.0076616	0	0
15.102	dont	0.0075174	0	0
15.135	dont	0.0074708	0	0
15.169	dont	0.0075860	0	0
15.202	dont	0.0078318	0	0
15.235	dont	0.0078275	0	0
15.269	dont	0.0076662	0	0
15.302	dont	0.0076065	0	0
15.335	dont	0.0071862	0	0
15.369	dont	0.0067152	0	0
15.402	dont	0.0067528	0	0
15.435	dont	0.0070412	0	0
15.469	dont	0.0072184	0	0
15.502	dont	0.0074452	0	0
15.536	dont	0.0076099	0	0
15.569	dont	0.0076153	0	0
15.602	dont	0.0074019	0	0
15.636	dont	0.0073480	0	0
15.669	dont	0.0074456	0	0
15.702	dont	0.0074388	0	0
15.736	dont	0.0075266	0	0
15.769	dont	0.0077555	0	0
15.802	dont	0.0077980	0	0
15.836	dont	0.0077729	0	0
15.869	dont	0.0077667	0	0
15.903	dont	0.0078555	0	0
15.936	dont	0.0074729	0	0
15.969	dont	0.0074674	0	0
16.003	dont	0.0074290	0	0
16.036	dont	0.0069468	0	0
16.069	dont	0.0069699	0	0
16.103	dont	0.0064032	0	0
16.136	dont	0.0062826	0	0
16.170	dont	0.0064526	0	0
16.203	dont	0.0070062	0	0
16.236	dont	0.0073343	0	0
16.270	dont	0.0078698	0	0
16.303	dont	0.0082054	0	0
16.336	dont	0.0083726	0	0
16.370	dont	0.0085164	0	0
16.403	dont	0.0081747	0	0
16.436	dont	0.0088817	0	0
16.470	dont	0.0089207	0	0
16.503	dont	0.0086965	0	0
16.537	dont	0.0086484	0	0
16.570	dont	0.0087888	0	0
16.603	dont	0.0085680	0	0
16.637	dont	0.0083422	0	0
16.670	dont	0.0088497	0	0
16.703	dont	0.0090901	0	0
16.737	dont	0.0092322	0	0
16.770	dont	0.0093934	0	0
16.803	dont	0.0094364	0	0
16.837	dont	0.0092860	0	0
16.870	dont	0.0089955	0	0
16.904	dont	0.0087613	0	0
16.937	dont	0.0083080	0	0
16.970	dont	0.0084543	0	0
17.004	dont	0.0084742	0	0
17.037	dont	0.0081985	0	0
17.070	dont	0.0082204	0	0
17.104	dont	0.0085634	0	0
17.137	dont	0.0084938	0	0
17.171	dont	0.0082742	0	0
17.204	dont	0.0083728	0	0
17.237	dont	0.0083924	0	0
17.271	dont	0.0082302	0	0
17.304	dont	0.0078711	0	0
17.337	dont	0.0076391	0	0
17.371	dont	0.0077755	0	0
17.404	dont	0.0075458	0	0
17.437	dont	0.0074860	0	0
17.471	dont	0.0078501	0	0
17.504	dont	0.0082599	0	0
17.538	dont	0.0083414	0	0
17.571	dont	0.0084744	0	0
17.604	dont	0.0087654	0	0
17.638	dont	0.0091832	0	0
17.671	dont	0.0089905	0	0
17.704	dont	0.0087803	0	0
17.738	dont	0.0087531	0	0
17.771	dont	0.0090517	0	0
17.804	dont	0.0084700	0	0
17.838	dont	0.0087748	0	0
17.871	dont	0.0090832	0	0
17.905	dont	0.0093103	0	0
17.938	dont	0.0087371	0	0
17.971	dont	0.0090943	0	0
18.005	dont	0.0086100	0	0
18.038	dont	0.0085332	0	0
18.071	dont	0.0081824	0	0
18.105	dont	0.0082299	0	0
18.138	dont	0.0077779	0	0
18.172	dont	0.0077490	0	0
18.205	dont	0.0077140	0	0
18.238	dont	0.0077480	0	0
18.272	dont	0.0079867	0	0
18.305	dont	0.0085849	0	0
18.338	dont	0.0087898	0	0
18.372	dont	0.0090788	0	0
18.405	dont	0.0093038	0	0
18.438	dont	0.0090472	0	0
18.472	dont	0.0088013	0	0
18.505	dont	0.0089339	0	0
18.539	dont	0.0088423	0	0
18.572	dont	0.0088902	0	0
18.605	dont	0.0090447	0	0
18.639	dont	0.0092324	0	0
18.672	dont	0.0093046	0	0
18.705	dont	0.0091890	0	0
18.739	dont	0.0089971	0	0
18.772	dont	0.0092240	0	0
18.805	dont	0.0090486	0	0
18.839	dont	0.0089434	0	0
18.872	dont	0.0088601	0	0
18.906	dont	0.0089007	0	0
18.939	dont	0.0091368	0	0
18.972	dont	0.0090965	0	0
19.006	dont	0.0091424	0	0
19.039	dont	0.0092203	0	0
19.072	dont	0.0092071	0	0
19.106	dont	0.0087170	0	0
19.139	dont	0.0086435	0	0
19.173	dont	0.0084213	0	0
19.206	dont	0.0082687	0	0
19.239	dont	0.0084317	0	0
19.273	dont	0.0084531	0	0
19.306	dont	0.0085571	0	0
19.339	dont	0.0087765	0	0
19.373	dont	0.0091492	0	0
19.406	dont	0.0090298	0	0
19.439	dont	0.0087231	0	0
19.473	dont	0.0085212	0	0
19.506	dont	0.0082976	0	0
19.540	dont	0.0078573	0	0
19.573	dont	0.0080941	0	0
19.606	dont	0.0083475	0	0
19.640	dont	0.0088144	0	0
19.673	dont	0.0090180	0	0
19.706	dont	0.0090345	0	0
