time	block	discomfort	scaled discomfort
0.000	Don't blink	0.00000	0.00000
0.265	Don't blink	0.00000	0.00000
0.530	Don't blink	0.00000	0.00000
0.796	Don't blink	0.00000	0.00000
1.045	Don't blink	0.00000	0.00000
1.310	Don't blink	0.00000	0.00000
1.576	Don't blink	0.00000	0.00000
1.841	Don't blink	0.00000	0.00000
2.106	Don't blink	0.00000	0.00000
2.371	Don't blink	0.00000	0.00000
2.636	Don't blink	0.00000	0.00000
2.902	Don't blink	0.00000	0.00000
3.167	Don't blink	0.00000	0.00000
3.432	Don't blink	0.00000	0.00000
3.697	Don't blink	0.00000	0.00000
3.962	Don't blink	0.00000	0.00000
4.228	Don't blink	0.00000	0.00000
4.493	Don't blink	0.00000	0.00000
4.758	Don't blink	0.00000	0.00000
5.023	Don't blink	0.00000	0.00000
5.288	Don't blink	0.00000	0.00000
5.554	Don't blink	0.00000	0.00000
5.819	Don't blink	0.00000	0.00000
6.084	Don't blink	0.00000	0.00000
6.349	Don't blink	0.00000	0.00000
6.614	Don't blink	0.00000	0.00000
6.880	Don't blink	0.00000	0.00000
7.145	Don't blink	0.00000	0.00000
7.410	Don't blink	0.00000	0.00000
7.675	Don't blink	0.00000	0.00000
7.940	Don't blink	0.00000	0.00000
8.206	Don't blink	0.00000	0.00000
8.471	Don't blink	0.00000	0.00000
8.736	Don't blink	0.00000	0.00000
9.001	Don't blink	0.00000	0.00000
9.266	Don't blink	0.00000	0.00000
9.532	Don't blink	0.00000	0.00000
9.797	Don't blink	0.00000	0.00000
10.062	Don't blink	0.00000	0.00000
10.327	Don't blink	0.00000	0.00000
10.592	Don't blink	0.00000	0.00000
10.858	Don't blink	0.00000	0.00000
11.123	Don't blink	0.00000	0.00000
11.388	Don't blink	0.00000	0.00000
11.653	Don't blink	0.00000	0.00000
11.918	Don't blink	0.00000	0.00000
12.184	Don't blink	0.00000	0.00000
12.449	Don't blink	0.00000	0.00000
12.714	Don't blink	0.00000	0.00000
12.979	Don't blink	0.00000	0.00000
13.244	Don't blink	0.00000	0.00000
13.510	Don't blink	0.00000	0.00000
13.775	Don't blink	0.00000	0.00000
14.040	Don't blink	0.00000	0.00000
14.305	Don't blink	0.00000	0.00000
14.570	Don't blink	0.00000	0.00000
14.836	Don't blink	0.00000	0.00000
15.101	Don't blink	0.00000	0.00000
15.366	Don't blink	0.00000	0.00000
15.631	Don't blink	0.00000	0.00000
15.896	Don't blink	0.00000	0.00000
16.162	Don't blink	0.00000	0.00000
16.427	Don't blink	0.00000	0.00000
16.692	Don't blink	0.00000	0.00000
16.957	Don't blink	0.00000	0.00000
17.222	Don't blink	0.00000	0.00000
17.488	Don't blink	0.00000	0.00000
17.753	Don't blink	0.00982	0.04049
18.018	Don't blink	0.00982	0.04049
18.283	Don't blink	0.00982	0.04049
18.548	Don't blink	0.00982	0.04049
18.814	Don't blink	0.00982	0.04049
19.079	Don't blink	0.00982	0.04049
19.344	Don't blink	0.00982	0.04049
19.609	Don't blink	0.00982	0.04049
19.874	Don't blink	0.00982	0.04049
20.140	Don't blink	0.00982	0.04049
20.405	Don't blink	0.00982	0.04049
20.670	Don't blink	0.00982	0.04049
20.935	Don't blink	0.00982	0.04049
21.200	Don't blink	0.00982	0.04049
21.466	Don't blink	0.00982	0.04049
21.731	Don't blink	0.00982	0.04049
21.996	Don't blink	0.00982	0.04049
22.261	Don't blink	0.00982	0.04049
22.526	Don't blink	0.00982	0.04049
22.792	Don't blink	0.00982	0.04049
23.057	Don't blink	0.00982	0.04049
23.322	Don't blink	0.00982	0.04049
