time	block	discomfort	scaled discomfort
0.000	Don't blink	0.00000	0.00000
0.265	Don't blink	0.00000	0.00000
0.530	Don't blink	0.00000	0.00000
0.796	Don't blink	0.00000	0.00000
1.061	Don't blink	0.00000	0.00000
1.310	Don't blink	0.00000	0.00000
1.576	Don't blink	0.00000	0.00000
1.841	Don't blink	0.06876	0.08739
2.106	Don't blink	0.17682	0.22472
2.371	Don't blink	0.45187	0.57428
2.636	Don't blink	0.56974	0.72409
2.902	Don't blink	0.88409	1.12360
3.167	Don't blink	1.36542	1.73533
3.432	Don't blink	1.61100	2.04744
3.697	Don't blink	2.06287	2.62172
3.962	Don't blink	2.26916	2.88390
4.228	Don't blink	2.40668	3.05868
4.493	Don't blink	2.69155	3.42072
4.758	Don't blink	2.77014	3.52060
5.023	Don't blink	2.86837	3.64544
5.288	Don't blink	3.25147	4.13233
5.554	Don't blink	3.37917	4.29463
5.819	Don't blink	3.37917	4.29463
6.084	Don't blink	3.36935	4.28215
6.349	Don't blink	3.43811	4.36954
6.614	Don't blink	3.45776	4.39451
6.880	Don't blink	3.55599	4.51935
7.145	Don't blink	3.69352	4.69413
7.410	Don't blink	3.78193	4.80649
7.675	Don't blink	3.79175	4.81898
7.940	Don't blink	3.88016	4.93134
8.206	Don't blink	3.97839	5.05618
8.471	Don't blink	4.09627	5.20599
8.736	Don't blink	4.12574	5.24345
9.001	Don't blink	4.29273	5.45568
9.266	Don't blink	4.56778	5.80524
9.532	Don't blink	4.56778	5.80524
9.797	Don't blink	4.56778	5.80524
10.062	Don't blink	4.56778	5.80524
10.312	Don't blink	4.56778	5.80524
10.577	Don't blink	4.56778	5.80524
10.842	Don't blink	4.56778	5.80524
11.107	Don't blink	4.56778	5.80524
11.372	Don't blink	4.69548	5.96754
11.638	Don't blink	4.84283	6.15481
11.903	Don't blink	4.95088	6.29213
12.168	Don't blink	5.03929	6.40449
12.433	Don't blink	5.07859	6.45443
12.698	Don't blink	5.07859	6.45443
12.964	Don't blink	5.07859	6.45443
13.229	Don't blink	5.07859	6.45443
13.494	Don't blink	5.07859	6.45443
13.759	Don't blink	5.07859	6.45443
14.024	Don't blink	5.07859	6.45443
14.290	Don't blink	5.07859	6.45443
14.555	Don't blink	5.17682	6.57928
14.820	Don't blink	5.41257	6.87890
15.085	Don't blink	5.64833	7.17853
15.350	Don't blink	5.87426	7.46567
15.616	Don't blink	5.88409	7.47815
15.881	Don't blink	5.90373	7.50312
16.146	Don't blink	5.90373	7.50312
16.411	Don't blink	5.98232	7.60300
16.676	Don't blink	6.38507	8.11486
16.942	Don't blink	6.48330	8.23970
17.207	Don't blink	6.48330	8.23970
17.472	Don't blink	6.48330	8.23970
17.737	Don't blink	6.48330	8.23970
18.002	Don't blink	6.48330	8.23970
18.268	Don't blink	6.48330	8.23970
18.533	Don't blink	6.48330	8.23970
18.798	Don't blink	6.48330	8.23970
19.063	Don't blink	6.48330	8.23970
19.313	Don't blink	6.48330	8.23970
19.578	Don't blink	6.48330	8.23970
19.843	Don't blink	6.48330	8.23970
20.108	Don't blink	6.48330	8.23970
20.374	Don't blink	6.48330	8.23970
20.639	Don't blink	6.48330	8.23970
20.904	Don't blink	6.50295	8.26467
21.169	Don't blink	6.55206	8.32709
21.434	Don't blink	6.55206	8.32709
21.700	Don't blink	6.57171	8.35206
21.965	Don't blink	6.65029	8.45193
22.230	Don't blink	6.74853	8.57678
22.495	Don't blink	6.84676	8.70162
22.760	Don't blink	6.94499	8.82647
23.026	Don't blink	6.99411	8.88889
23.291	Don't blink	7.03340	8.93883
